businessName,normalizedName,projects,pipelineProjects,recentProjects,latestApplication,latestCompletion,cities,counties,targetScore,nextStep,clearbitQuery,candidateDomain,candidateUrl,candidateTitle,candidateSnippet,discoveryStatus,discoveryError
"UGE USA Inc.","uge usa","23","0","3","2023-09-25","2025-04-08","Flushing | Springfield Gardens | Jamaica | Astoria | Brooklyn | Staten Island | Tuckahoe | Bronx","Queens | Kings | Richmond | Westchester | Bronx","32","Find official domain, then audit careers/jobs pages for detailed solar offers.","uge usa","","","","","no_official_domain_candidate",""
"Dragon Solar LLC","dragon solar","20","0","3","2023-07-13","2023-08-29","Groton | Cortland | Homer | La Fayette | Spencer | Rochester | Churchville | Conesus","Tompkins | Cortland | Onondaga | Monroe | Livingston","29","Find official domain, then audit careers/jobs pages for detailed solar offers.","dragon solar","dragoncontractors.com","https://dragoncontractors.com","Dragon Solar","","candidate_found",""
"Wildcat Solar LLC","wildcat solar","18","0","3","2023-11-14","2024-03-06","Ocean Beach | Jamaica | Forest Hills | Oakland Gardens | Fresh Meadows | Richmond Hill | Astoria | Staten Island","Suffolk | Queens | Richmond | Bronx | Westchester","27","Find official domain, then audit careers/jobs pages for detailed solar offers.","wildcat solar","","","","","no_official_domain_candidate",""
"Same Sun of Vermont, Inc.","same sun of vermont","15","0","3","2024-05-24","2024-08-14","Johnsonville | Whitehall | Granville | Ticonderoga | Queensbury | Saratoga Springs | Salem","Washington | Essex | Warren | Saratoga","24","Find official domain, then audit careers/jobs pages for detailed solar offers.","same sun vermont","","","","","no_official_domain_candidate",""
"Core Development Group, LLC","core development group","3","0","3","2024-10-09","2025-11-04","Jamaica | Maspeth","Queens","12","Find official domain, then audit careers/jobs pages for detailed solar offers.","core development group","coredevusa.com","https://coredevusa.com","Core Development Group","","candidate_found",""
"smart source electric LLC","smart source electric","3","0","3","2025-07-15","2025-10-01","Kingston | Saugerties","Ulster","12","Find official domain, then audit careers/jobs pages for detailed solar offers.","smart source electric","","","","","no_official_domain_candidate",""
"JG Renovations LLC","jg renovations","3","0","3","2025-12-04","2026-01-28","Felts Mills | Fulton | Syracuse","Jefferson | Oswego | Onondaga","12","Find official domain, then audit careers/jobs pages for detailed solar offers.","renovations","21renovations.com","https://21renovations.com","21 Renovations","","candidate_found",""
"New York Electric & Solar, LLC","new york electric solar","3","0","3","2025-12-20","2026-01-22","Oswego | Elma | Cattaraugus","Oswego | Erie | Cattaraugus","12","Find official domain, then audit careers/jobs pages for detailed solar offers.","new york electric solar","","","","","no_official_domain_candidate",""
"Crest Solar, LLC","crest solar","86","0","2","2023-05-06","2023-08-21","Schoharie | Warnerville | Granville | Fort Ann | Plattsburgh | Norfolk | Westport | Ellenburg Depot","Schoharie | Washington | Clinton | St Lawrence | Essex | Franklin | Warren | Schenectady","56","Find official domain, then audit careers/jobs pages for detailed solar offers.","crest solar","crestsolarpower.com","http://crestsolarpower.com/","Crest Solar LLC: Home","[curt@crestsolarpower.com](mailto:curt@crestsolarpower.com)

## Business Hours
Crest Solar LLC","candidate_found",""
"Max Solar, Inc.","max solar","63","0","2","2023-03-07","2023-05-18","Black River | Watertown | Carthage | Lowville | Alexandria Bay | Natural Bridge | Winthrop | Rensselaer Falls","Jefferson | Lewis | St Lawrence | Hamilton | Livingston","56","Find official domain, then audit careers/jobs pages for detailed solar offers.","max solar","maxsolarinc.com","https://maxsolarinc.com","Max Solar","","candidate_found",""
"Nautilus Solar Energy, LLC","nautilus solar energy","23","0","2","2023-11-29","2026-06-24","Port Jervis | Westtown | Chester | Altamont | Champlain | Rexford | Camden | Canton","Orange | Albany | Clinton | Saratoga | Oneida | St Lawrence | Onondaga | Chenango","29","Find official domain, then audit careers/jobs pages for detailed solar offers.","nautilus solar energy","nautilussolar.com","https://nautilussolar.com","Nautilus Solar Energy","","candidate_found",""
"Green Team USA, LLC","green team usa","4","0","2","2024-10-18","2025-02-04","Holbrook | Mastic | Commack | Bayport","Suffolk","10","Find official domain, then audit careers/jobs pages for detailed solar offers.","green team usa","","","","","no_official_domain_candidate",""
"Centrica Business Solution Services Inc.","centrica business solution services","4","0","2","2023-09-13","2025-01-21","White Plains | Hudson | Mechanicville","Westchester | Columbia | Saratoga","10","Find official domain, then audit careers/jobs pages for detailed solar offers.","centrica business solution services","","","","","no_official_domain_candidate",""
"Buffalo Renewables, Inc.","buffalo renewables","4","0","2","2025-10-08","2026-01-09","Java Center | Batavia | North Tonawanda | Houghton","Wyoming | Genesee | Niagara | Allegany","10","Find official domain, then audit careers/jobs pages for detailed solar offers.","buffalo renewables","buffalorenewables.green","https://buffalorenewables.green","Buffalo Renewables","","candidate_found",""
"Grid City Electric Corp","grid city electric","334","0","1","2023-01-06","2023-04-10","Ridge | Medford | Selden | Mastic Beach | Shirley | East Moriches | Southampton | Stony Brook","Suffolk | Nassau | Queens | Kings | Richmond | New York | Bronx","53","Find official domain, then audit careers/jobs pages for detailed solar offers.","grid city electric","gridcitysolar.com","https://gridcitysolar.com","Grid City Electric","","candidate_found",""
"GO SOLAR/GREEN NY LLC","go solar green ny","110","0","1","2023-11-23","2024-04-08","Bay Shore | Lindenhurst | West Babylon | Jamaica | Rockaway Park | Bellerose | Baldwin | Fresh Meadows","Suffolk | Queens | Nassau | Kings | Richmond | New York | Bronx | Westchester","53","Find official domain, then audit careers/jobs pages for detailed solar offers.","solar green","solargreen.ph","https://solargreen.ph","SOLAR GREEN","","candidate_found",""
"Kool-Temp Heating & Cooling Inc.","kool temp heating cooling","18","0","1","2024-02-08","2024-06-03","West Coxsackie | Earlton | Athens | Palenville | Ravena | Greenville | East Durham | Hudson","Greene | Albany | Columbia | Dutchess | Rensselaer","21","Find official domain, then audit careers/jobs pages for detailed solar offers.","kool temp heating cooling","kooltemp.com","https://kooltemp.com","Kool Temp Heating & Cooling","","candidate_found",""
"QCells Enable LLC (dba for Hanwha Q Cells America Inc)","qcells enable dba for hanwha q cells america","12","0","1","2023-03-15","2024-08-15","Maspeth | Brooklyn | Bronx | Peekskill | Elmsford | Tarrytown","Queens | Kings | Bronx | Westchester","15","Find official domain, then audit careers/jobs pages for detailed solar offers.","qcells enable dba for hanwha cells america","","","","","no_official_domain_candidate",""
"Vanguard Energy Partners, LLC","vanguard energy partners","8","0","1","2025-05-01","2026-05-21","Lake Grove | Farmingville | Holbrook | Holtsville | New York | Tarrytown | Angola","Suffolk | New York | Westchester | Erie","11","Find official domain, then audit careers/jobs pages for detailed solar offers.","vanguard energy partners","vanguardenergypartners.com","https://vanguardenergypartners.com","Vanguard Energy Partners","","candidate_found",""
"BETHPAGE SOLAR INC.","bethpage solar","8","0","1","2024-07-09","2024-07-31","Farmingdale | West Islip | Northport | Bethpage | Wantagh | Plainview","Suffolk | Nassau","11","Find official domain, then audit careers/jobs pages for detailed solar offers.","bethpage solar","","","","","no_official_domain_candidate",""
"Summit Solar Company LLC","summit solar","7","0","1","2025-02-13","2025-04-21","Flushing | Rosedale | Jamaica | Springfield Gardens | Astoria | Staten Island","Queens | Richmond","10","Find official domain, then audit careers/jobs pages for detailed solar offers.","summit solar","mysummitsolar.com","https://mysummitsolar.com","Summit Solar","","candidate_found",""
"New England Solar & Green Solutions, Inc.","new england solar green solutions","7","0","1","2023-08-29","2024-11-20","Hillsdale | East Schodack | Schenectady | Cohoes | Hudson | Latham | Petersburg","Columbia | Rensselaer | Schenectady | Albany","10","Find official domain, then audit careers/jobs pages for detailed solar offers.","new england solar green solutions","nesolarandgreen.com","https://nesolarandgreen.com","New England Solar & Green Solutions","","candidate_found",""
"Adirondack Battery & Solar, LLC","adirondack battery solar","6","0","1","2023-07-07","2024-07-15","Potsdam | Cape Vincent | Norwood | Nicholville","St Lawrence | Jefferson","9","Find official domain, then audit careers/jobs pages for detailed solar offers.","adirondack battery solar","","","","","no_official_domain_candidate",""
"Lipp Electric","lipp electric","5","0","1","2023-09-08","2023-11-17","Macedon | Canandaigua | Middlesex | Naples | Geneseo","Wayne | Ontario | Yates | Livingston","8","Find official domain, then audit careers/jobs pages for detailed solar offers.","lipp electric","","","","","no_official_domain_candidate",""
"Natural Energy Solutions (dba for Eric Maskell)","natural energy solutions dba for eric maskell","3","0","1","2023-05-20","2024-03-11","Red Hook | Hudson | Germantown","Dutchess | Columbia","6","Find official domain, then audit careers/jobs pages for detailed solar offers.","natural energy solutions dba for eric maskell","","","","","no_official_domain_candidate",""
