source,ccn,providerName,legalBusinessName,ownershipType,address,city,state,zipCode,telephone,averageResidentsPerDay,nurseHoursPerResidentDay,estimatedNursingFte,facilitiesInChain,chainName,targetScore,sizeRationale,nextStep
CMS nursing home provider info,395702,BEACON RIDGE,INDIANA SKILLED NURSING INC,Non profit - Corporation,1515 WAYNE AVENUE,INDIANA,PA,15701,7243495300,78.6,3.611,35.5,0,,88,78.6 residents × 3.611 nursing hours/resident/day ÷ 8h = 35.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395860,LOYALHANNA CARE CENTER,LOYALHANNA HEALTHCARE ASSOCIATES,For profit - Partnership,535 MCFARLAND ROAD,LATROBE,PA,15650,7245375500,76.6,3.818,36.6,0,,88,76.6 residents × 3.818 nursing hours/resident/day ÷ 8h = 36.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395922,ARTMAN LUTHERAN HOME,ARTMAN LUTHERAN HOME,Non profit - Church related,250 NORTH BETHLEHEM PIKE,AMBLER,PA,19002,2156436333,53.8,5.387,36.2,0,,88,53.8 residents × 5.387 nursing hours/resident/day ÷ 8h = 36.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395923,CHAPEL POINTE AT CARLISLE,"THE ALLIANCE HOME OF CARLISLE, PA",Non profit - Church related,770 S. HANOVER STREET,CARLISLE,PA,17013,7172491363,56.0,5.328,37.3,0,,88,56.0 residents × 5.328 nursing hours/resident/day ÷ 8h = 37.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395998,MISERICORDIA NURSING & REHABILITATION CENTER,MISERICORDIA CONVALESCENT HOME,Non profit - Corporation,998 SOUTH RUSSELL STREET,YORK,PA,17402,7177551964,45.7,4.586,26.2,0,,88,45.7 residents × 4.586 nursing hours/resident/day ÷ 8h = 26.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,396119,MT HOPE NAZARENE RETIREMENT COMMUNITY,MT. HOPE NAZARENE RETIREMENT COMMUNITY,Non profit - Corporation,3026 MOUNT HOPE HOME ROAD,MANHEIM,PA,17545,7176656365,48.5,4.091,24.8,0,,88,48.5 residents × 4.091 nursing hours/resident/day ÷ 8h = 24.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,415076,John Clarke Senior Living,JOHN CLARKE RETIREMENT CENTER,Non profit - Corporation,600 Valley Road,Middletown,RI,02842,4018460743,54.0,3.472,23.4,0,,88,54.0 residents × 3.472 nursing hours/resident/day ÷ 8h = 23.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,425074,C M Tucker Jr Nursing Care Center Fewell and Stone,Legal Business Name Not Available,Government - State,2200 Harden Street,Columbia,SC,29203,8037375300,57.9,5.201,37.6,0,,88,57.9 residents × 5.201 nursing hours/resident/day ÷ 8h = 37.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,425158,Ridgeway Manor Healthcare Center,RIDGEWAY MANOR HEALTHCARE CENTER LLC,For profit - Corporation,117 Bellfield Road,Ridgeway,SC,29130,8033372257,91.1,2.870,32.7,0,,88,91.1 residents × 2.870 nursing hours/resident/day ÷ 8h = 32.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,445465,MAGNOLIA HEALTHCARE AND REHABILITATION CENTER,COLUMBIA TN SNF LLC,For profit - Limited Liability company,1410 TROTWOOD AVENUE,COLUMBIA,TN,38401,9313886443,81.8,3.397,34.7,0,,88,81.8 residents × 3.397 nursing hours/resident/day ÷ 8h = 34.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,445535,LAURELBROOK NURSING HOME,LAURELBROOK SANITARIUM AND SCHOOL,Non profit - Church related,200 SANITARIUM CIRCLE,DAYTON,TN,37321,4237750771,48.6,4.122,25.0,0,,88,48.6 residents × 4.122 nursing hours/resident/day ÷ 8h = 25.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,495184,Woodhaven Hall at Williamsburg Landing,WILLIAMSBURG LANDING INC.,Non profit - Corporation,5500 WILLIAMSBURG LANDING DR,WILLIAMSBURG,VA,23185,7572582196,40.8,5.403,27.6,0,,88,40.8 residents × 5.403 nursing hours/resident/day ÷ 8h = 27.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,495303,THREE RIVERS HEALTH & REHAB CENTER,THREE RIVERS SNF OPERATIONS LLC,For profit - Limited Liability company,2960 CHELSEA ROAD,WEST POINT,VA,23181,7578434323,57.9,3.146,22.8,0,,88,57.9 residents × 3.146 nursing hours/resident/day ÷ 8h = 22.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,495311,OUR LADY OF HOPE HEALTH CENTER,"OUR LADY OF HOPE HEALTH CENTER, INC",Non profit - Church related,13700 NORTH GAYTON ROAD,RICHMOND,VA,23233,8043601960,72.4,4.188,37.9,0,,88,72.4 residents × 4.188 nursing hours/resident/day ÷ 8h = 37.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,495386,Daleville Health and Rehabilitation,Legal Business Name Not Available,For profit - Corporation,290 COMMONS PARKWAY,DALEVILLE,VA,24083,5409660056,84.3,3.240,34.1,0,,88,84.3 residents × 3.240 nursing hours/resident/day ÷ 8h = 34.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,505265,EMERALD CARE,EMERALD CARE,Non profit - Corporation,209 NORTH AHTANUM AVENUE,WAPATO,WA,98951,5098773175,74.0,3.978,36.8,0,,88,74.0 residents × 3.978 nursing hours/resident/day ÷ 8h = 36.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,525265,BETHANY ST JOSEPH CARE CTR,BETHANY-ST JOSEPH CORPORATION,Non profit - Corporation,2501 SHELBY RD,LA CROSSE,WI,54601,6087885700,71.3,4.212,37.5,0,,88,71.3 residents × 4.212 nursing hours/resident/day ÷ 8h = 37.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,525468,ST CROIX HEALTH CENTER,ST CROIX COUNTY,Government - County,1445 N FOURTH ST,NEW RICHMOND,WI,54017,7152468211,38.1,5.927,28.2,0,,88,38.1 residents × 5.927 nursing hours/resident/day ÷ 8h = 28.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,555463,THE VILLAGE HEALTHCARE CENTER,FREEDOM PROPERTIES-HEMET LLC,For profit - Limited Liability company,2400 WEST ACACIA AVENUE,HEMET,CA,92545,9517665116,40.2,5.400,27.1,0,,88,40.2 residents × 5.400 nursing hours/resident/day ÷ 8h = 27.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,555853,Veterans Home Of California - Barstow,VETERANS HOME OF CALIFORNIA BARSTOW,Government - State,100 EAST VETERANS PARKWAY,BARSTOW,CA,92311,7602526288,38.9,5.674,27.6,0,,88,38.9 residents × 5.674 nursing hours/resident/day ÷ 8h = 27.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,555881,CLEAR VIEW SANITARIUM,"CLEAR VIEW SANITARIUM, INC.",For profit - Corporation,15823 SO. WESTERN AVE.,GARDENA,CA,90247,3105382323,70.7,4.293,37.9,0,,88,70.7 residents × 4.293 nursing hours/resident/day ÷ 8h = 37.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,675974,Medina Valley Health & Rehabilitation Center,MEDINA COUNTY HOSPITAL DISTRICT,For profit - Partnership,913 Hwy 90 W,Castroville,TX,78009,8309312900,89.1,2.953,32.9,0,,88,89.1 residents × 2.953 nursing hours/resident/day ÷ 8h = 32.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,676240,CIBOLO CREEK,MEDINA COUNTY HOSPITAL DISTRICT,Government - Hospital district,1440 RIVER RD,BOERNE,TX,78006,8308165095,88.5,2.996,33.1,0,,88,88.5 residents × 2.996 nursing hours/resident/day ÷ 8h = 33.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,676291,OAKCREST NURSING AND REHABILITATION CENTER,OAKCREST OPERATING LLC,For profit - Corporation,9808 CROFFORD LN,AUSTIN,TX,78724,5122725511,62.9,2.679,21.1,0,,88,62.9 residents × 2.679 nursing hours/resident/day ÷ 8h = 21.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,676412,Fall Creek Rehabilitation and Healthcare Center,LTC OF FALL CREEK LLC,For profit - Limited Liability company,14949 Mesa DR,Humble,TX,77396,2819024152,84.2,3.253,34.2,0,,88,84.2 residents × 3.253 nursing hours/resident/day ÷ 8h = 34.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,745054,LEGACY ESTATE LONG TERM CARE,COMANCHE COUNTY CONSOLIDATED HOSPITAL DISTRICT,Government - Hospital district,10133 HWY 16 N,COMANCHE,TX,76442,2548794970,76.2,3.793,36.1,0,,88,76.2 residents × 3.793 nursing hours/resident/day ÷ 8h = 36.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,015201,Arabella Health and Wellness of Red Bay,Legal Business Name Not Available,For profit - Corporation,106 TENTH AVENUE NORTHWEST,RED BAY,AL,35582,2563564982,58.3,2.958,21.6,0,,87,58.3 residents × 2.958 nursing hours/resident/day ÷ 8h = 21.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,045287,BEAR CREEK HEALTHCARE LLC,"BEAR CREEK HEALTHCARE, LLC",For profit - Limited Liability company,322 WEST COLLIN RAYE DRIVE,DE QUEEN,AR,71832,8706423562,49.2,3.899,24.0,0,,87,49.2 residents × 3.899 nursing hours/resident/day ÷ 8h = 24.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,045454,"MITCHELL'S NURSING HOME, INC",MITCHELLS NURSING HOME INC,For profit - Corporation,501 W 10TH,DANVILLE,AR,72833,4794952914,70.7,4.348,38.4,0,,87,70.7 residents × 4.348 nursing hours/resident/day ÷ 8h = 38.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,055070,SEACREST POST-ACUTE CARE  CENTER,"SEACREST CONVALESCENT HOSPITAL, INC.",For profit - Limited Liability company,1416 WEST 6TH STREET,SAN PEDRO,CA,90732,3108333526,71.4,4.283,38.2,0,,87,71.4 residents × 4.283 nursing hours/resident/day ÷ 8h = 38.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,055856,HIGH VALLEY LODGE,PRN CONVALESCENT HOSPITAL INC,For profit - Corporation,7912 TOPLEY LANE,SUNLAND,CA,91040,8183523158,47.3,4.203,24.9,0,,87,47.3 residents × 4.203 nursing hours/resident/day ÷ 8h = 24.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,056317,GOLDEN HAVEN CARE CENTER,GOLDEN HAVEN CARE CENTER LLC,For profit - Corporation,409 W. GLENOAKS BLVD.,GLENDALE,CA,91202,8182404300,75.6,3.975,37.6,0,,87,75.6 residents × 3.975 nursing hours/resident/day ÷ 8h = 37.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,065355,HIGH PLAINS POST ACUTE LLC,"CONTINUUM AT SHARMAR, INC.",For profit - Limited Liability company,1209 W ABRIENDO AVE,PUEBLO,CO,81004,7195441173,50.9,3.670,23.3,0,,87,50.9 residents × 3.670 nursing hours/resident/day ÷ 8h = 23.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,075309,GREENWICH WOODS REHABILITATION,GREENWICH WOODS REHABILITATION LLC,For profit - Limited Liability company,1165 KING STREET,GREENWICH,CT,06831,2035311335,77.5,3.826,37.1,0,,87,77.5 residents × 3.826 nursing hours/resident/day ÷ 8h = 37.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,075374,MONSIGNOR BOJNOWSKI MANOR,MONSIGNOR BOJNOWSKI MANOR INC,Non profit - Corporation,50 PULASKI STREET,NEW BRITAIN,CT,06053,8602290336,54.1,3.302,22.3,0,,87,54.1 residents × 3.302 nursing hours/resident/day ÷ 8h = 22.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,075434,ORANGE HEALTH CARE CENTER,DAWN-RA CORPORATION,For profit - Corporation,225 BOSTON POST RD,ORANGE,CT,06477,2037950835,49.4,3.902,24.1,0,,87,49.4 residents × 3.902 nursing hours/resident/day ÷ 8h = 24.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,105323,"OAKS OF CLEARWATER, THE",OAKS ON THE BAY LLC,For profit - Limited Liability company,420 BAY AVE,CLEARWATER,FL,33756,7274454700,48.5,4.010,24.3,0,,87,48.5 residents × 4.010 nursing hours/resident/day ÷ 8h = 24.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,105472,VILLAGE ON THE ISLE,SOUTHWEST FLORIDA RETIREMENT CENTER,For profit - Corporation,910 TAMIAMI TRAIL SOUTH,VENICE,FL,34285,9414865420,50.3,5.745,36.1,0,,87,50.3 residents × 5.745 nursing hours/resident/day ÷ 8h = 36.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,105720,MAYFLOWER HEALTHCARE CENTER,Legal Business Name Not Available,Non profit - Corporation,1850 MAYFLOWER COURT,WINTER PARK,FL,32792,4076721620,54.1,5.504,37.2,0,,87,54.1 residents × 5.504 nursing hours/resident/day ÷ 8h = 37.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,115686,NANCY HART OPERATION LLC,NANCY HART OPERATION LLC,For profit - Limited Liability company,2117 DR GEORGE WARD ROAD,ELBERTON,GA,30635,7062833335,57.7,3.025,21.8,0,,87,57.7 residents × 3.025 nursing hours/resident/day ÷ 8h = 21.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,125063,15 CRAIGSIDE,CRAIGSIDE RETIREMENT RESIDENCE,Non profit - Corporation,15 CRAIGSIDE PLACE,HONOLULU,HI,96817,8085237000,44.9,4.531,25.4,0,,87,44.9 residents × 4.531 nursing hours/resident/day ÷ 8h = 25.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,145495,MEDINA NURSING CENTER,"MEDINA NURSING CENTER, INC",For profit - Corporation,402 SOUTH CENTER STREET,DURAND,IL,61024,8152482151,46.6,4.270,24.9,0,,87,46.6 residents × 4.270 nursing hours/resident/day ÷ 8h = 24.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,146018,LITTLE VILLAGE NRSG & RHB CTR,"LITTLE VILLAGE NURSING AND REHABILITATION CENTER, LLC",For profit - Limited Liability company,2320 SOUTH LAWNDALE,CHICAGO,IL,60623,7735220400,95.4,2.375,28.3,0,,87,95.4 residents × 2.375 nursing hours/resident/day ÷ 8h = 28.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,146187,ASBURY COURT NURSING & REHAB,ASBURY COURT NURSING & REHABILITATION LLC,For profit - Individual,1750 ELMHURST ROAD,DES PLAINES,IL,60018,8472281500,65.5,4.943,40.5,0,,87,65.5 residents × 4.943 nursing hours/resident/day ÷ 8h = 40.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,155800,LUTHERAN LIFE VILLAGES,ADAMS COUNTY MEMORIAL HOSPITAL,Non profit - Corporation,9802 COLDWATER ROAD,FORT WAYNE,IN,46825,2604690600,70.9,4.407,39.1,0,,87,70.9 residents × 4.407 nursing hours/resident/day ÷ 8h = 39.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165439,Oakview Nursing and Rehabilitation,THE VIEWS OPERATOR C LLC,For profit - Corporation,1212 Indian Hills Drive,Burlington,IA,52601,3197524100,52.0,3.637,23.6,0,,87,52.0 residents × 3.637 nursing hours/resident/day ÷ 8h = 23.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165530,Glen Haven Village,GLEN HAVEN HOME INC,Non profit - Corporation,133 Indian Hills Drive,Glenwood,IA,51534,7123029016,65.5,4.960,40.6,0,,87,65.5 residents × 4.960 nursing hours/resident/day ÷ 8h = 40.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165552,The Vinton Lutheran Home,LUTHERAN HOME FOR THE AGED ASSOCIATION-EAST,Non profit - Corporation,1301 Second Avenue South,Vinton,IA,52349,3194724751,47.6,4.117,24.5,0,,87,47.6 residents × 4.117 nursing hours/resident/day ÷ 8h = 24.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165589,Oskaloosa Care Center,OSKALOOSA CARE CENTER INC,For profit - Corporation,605 Highway 432,Oskaloosa,IA,52577,6416763414,79.9,3.659,36.5,0,,87,79.9 residents × 3.659 nursing hours/resident/day ÷ 8h = 36.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,175379,MENNONITE FRIENDSHIP COMMUNITIES INC,"MENNONITE FRIENDSHIP COMMUNITIES, INC",Non profit - Corporation,600 W BLANCHARD AVENUE,SOUTH HUTCHINSON,KS,67505,6206637175,75.4,3.983,37.5,0,,87,75.4 residents × 3.983 nursing hours/resident/day ÷ 8h = 37.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,175501,Family Health & Rehabilitation Center,FAMILY HEALTH AND REHABILITATION CENTER LLC,For profit - Limited Liability company,639 S MAIZE COURT,WICHITA,KS,67209,3164255600,66.5,4.811,40.0,0,,87,66.5 residents × 4.811 nursing hours/resident/day ÷ 8h = 40.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,185481,Emerald Trace,"KENTON HOUSING, INC.",Non profit - Corporation,3802 Turkeyfoot Road,Elsmere,KY,41018,8593420200,44.1,6.336,34.9,0,,87,44.1 residents × 6.336 nursing hours/resident/day ÷ 8h = 34.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,195431,Holly Hill House,"HOLLY HILL HOUSE, LLC",For profit - Corporation,100 Kingston Road,Sulphur,LA,70663,3376255843,76.0,3.955,37.6,0,,87,76.0 residents × 3.955 nursing hours/resident/day ÷ 8h = 37.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,195458,GUEYDAN MEMORIAL GUEST HOME,VERMILION PARISH HOSPITAL SERVICE DIST. #3,Government - Hospital district,1201 THIRD ST,GUEYDAN,LA,70542,3375366584,55.7,3.132,21.8,0,,87,55.7 residents × 3.132 nursing hours/resident/day ÷ 8h = 21.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,195593,Lagniappe Healthcare,LAGNIAPPE HEALTHCARE LLC,For profit - Limited Liability company,1408 Summerlin Lane,Bastrop,LA,71220,3182815188,73.4,4.121,37.8,0,,87,73.4 residents × 4.121 nursing hours/resident/day ÷ 8h = 37.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,205132,DURGIN PINES,SENTRY COMMONS LLC,For profit - Corporation,9 LEWIS RD,KITTERY,ME,03904,2074399800,74.0,4.066,37.6,0,,87,74.0 residents × 4.066 nursing hours/resident/day ÷ 8h = 37.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,215216,DENNETT REHAB CENTER,DENNETT SNF,For profit - Limited Liability company,1113 MARY DRIVE,OAKLAND,MD,21550,3013348700,84.6,3.273,34.6,0,,87,84.6 residents × 3.273 nursing hours/resident/day ÷ 8h = 34.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,225398,DEVEREUX SKILLED NURSING & REHABILITATION CENTER,MARBLEHEAD HEALTHCARE SOLUTIONS LLC,For profit - Limited Liability company,39 LAFAYETTE STREET,MARBLEHEAD,MA,01945,7816316120,51.0,3.724,23.7,0,,87,51.0 residents × 3.724 nursing hours/resident/day ÷ 8h = 23.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,225417,Armenian Nursing & Rehabilitation Center,ARMENIAN NURSING AND REHABILITATION CENTER INC,Non profit - Corporation,431 POND STREET,BOSTON,MA,02130,6175222600,76.9,3.879,37.3,0,,87,76.9 residents × 3.879 nursing hours/resident/day ÷ 8h = 37.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,225503,"PAVILION , THE","ESSEX PAVILION, LLC",For profit - Limited Liability company,876 FALMOUTH ROAD,HYANNIS,MA,02601,5087756663,72.7,4.224,38.4,0,,87,72.7 residents × 4.224 nursing hours/resident/day ÷ 8h = 38.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,225654,Benjamin Healthcare Center,"EDGAR P BENJAMIN HEALTHCARE CENTER, INC",Non profit - Other,120 FISHER AVENUE,BOSTON,MA,02120,8607380231,80.1,3.627,36.3,0,,87,80.1 residents × 3.627 nursing hours/resident/day ÷ 8h = 36.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,225683,Stone Rehabilitation And Senior Living,STONE INSTITUTE AND NEWTON HOME FOR AGED PEOPLE,Non profit - Other,277 ELLIOT STREET,NEWTON UPPER FALLS,MA,02464,6175620023,76.0,3.890,37.0,0,,87,76.0 residents × 3.890 nursing hours/resident/day ÷ 8h = 37.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,225743,BAKER-KATZ SKILLED NURSING AND REHABILITATION CTR,BILLERICA HEALTHCARE SOLUTIONS LLC,For profit - Limited Liability company,194 BOARDMAN STREET,HAVERHILL,MA,01830,9783735697,52.3,3.577,23.4,0,,87,52.3 residents × 3.577 nursing hours/resident/day ÷ 8h = 23.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,235144,Bayside Village,BARAGA COUNTY EXTENDED CARE CORPORATION,Non profit - Corporation,832 Sicotte Street,L' Anse,MI,49946,9065246531,55.1,3.234,22.3,0,,87,55.1 residents × 3.234 nursing hours/resident/day ÷ 8h = 22.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,235269,Wellspring Lutheran Services,"LUTHERAN HOMES OF MICHIGAN, INC",Non profit - Corporation,725 West Genesee,Frankenmuth,MI,48734,9896529951,49.2,3.965,24.4,0,,87,49.2 residents × 3.965 nursing hours/resident/day ÷ 8h = 24.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,245280,Lakeview Methodist Health Care Center,LAKEVIEW METHODIST HEALTH CARE CENTER,Non profit - Corporation,610 SUMMIT DRIVE,FAIRMONT,MN,56031,5072356606,67.1,4.768,40.0,0,,87,67.1 residents × 4.768 nursing hours/resident/day ÷ 8h = 40.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,245358,Hilltop Health Care Center,PREMIER HEALTHCARE MANAGEMENT SERVICES LLC,For profit - Limited Liability company,410 LUELLA STREET,WATKINS,MN,55389,3207642300,44.7,4.554,25.4,0,,87,44.7 residents × 4.554 nursing hours/resident/day ÷ 8h = 25.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,245631,MN VETERANS HOME - LUVERNE,STATE OF MINNESOTA - MINNESOTA MANAGEMENT AND BUDGET,Government - State,1300 NORTH KNISS AVENUE,LUVERNE,MN,56156,5072836200,60.1,5.241,39.4,0,,87,60.1 residents × 5.241 nursing hours/resident/day ÷ 8h = 39.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,24E185,Bywood East Health Care,Legal Business Name Not Available,For profit - Corporation,3427 CENTRAL AVENUE NORTHEAST,MINNEAPOLIS,MN,55418,6127889757,65.5,2.434,19.9,0,,87,65.5 residents × 2.434 nursing hours/resident/day ÷ 8h = 19.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,255243,BILLDORA SENIOR CARE,BILLDORA SENIOR CARE LLC,For profit - Corporation,314 ENOCHS ST,TYLERTOWN,MS,39667,6018762173,43.9,4.669,25.6,0,,87,43.9 residents × 4.669 nursing hours/resident/day ÷ 8h = 25.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,255320,LANDMARK NURSING AND REHAB CENTER,THE LANDMARK NURSING CENTER INC.,For profit - Corporation,100 LAUREN DRIVE,BOONEVILLE,MS,38829,6627200972,64.0,4.966,39.7,0,,87,64.0 residents × 4.966 nursing hours/resident/day ÷ 8h = 39.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265462,BELOVED HEALTH AND REHABILITATION CENTER,BELOVED HEALTH AND REHABILITATION CENTER LLC,For profit - Individual,328 MUNGER LANE,HANNIBAL,MO,63401,5735772100,60.2,2.790,21.0,0,,87,60.2 residents × 2.790 nursing hours/resident/day ÷ 8h = 21.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265485,CLARK COUNTY NURSING HOME,CLARK COUNTY NURSING HOME,Government - County,1260 NORTH JOHNSON STREET,KAHOKA,MO,63445,6607273303,53.9,3.408,23.0,0,,87,53.9 residents × 3.408 nursing hours/resident/day ÷ 8h = 23.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
