source,ccn,providerName,ownershipType,address,city,state,zipCode,telephone,medicareEpisodesProxy,targetScore,sizeRationale,nextStep
CMS home health provider info,559459,"CARE FIRST HOME HEALTH, INC",PROPRIETARY,7120 HAYVENHURST AVE. SUITE 206,VAN NUYS,CA,91406,8184535730,606,87,606 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559607,ASSOCIATE HOME HEALTH CARE INC,-,3501 COFFEE ROAD,MODESTO,CA,95355,2092335567,289,87,289 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559655,"BRIGHTLANE HEALTHCARE, INC.",-,"5050 PALO VERDE STREET, SUITE 212",MONTCLAIR,CA,91763,9095298247,603,87,603 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,559663,"ALL YOU NEED HOME HEALTH CARE, INC.",-,220 N GLENOAKS BLVD SUITE B,BURBANK,CA,91502,-,601,87,601 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,757189,"JAX HOME HEALTH, INC",-,230 N MARYLAND AVE SUITE 301,GLENDALE,CA,91206,7478779240,288,87,288 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,757395,SECOND WIND HOME HEALTH INC,-,"100 N BARRANCA ST., SUITE 910",WEST COVINA,CA,91791,6268720262,298,87,298 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,067063,MOUNT EVANS HOME HEALTH CARE & HOSPICE,PROPRIETARY,3081 BERGEN PEAK DR,EVERGREEN,CO,80439,3036746400,602,87,602 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,067208,GOOD SAMARITAN SOCIETY-COLORADO HOME CARE,NON-PROFIT,2101 S GARFIELD AVE,LOVELAND,CO,80537,9706352970,289,87,289 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,067470,GUARDIAN ANGEL HOME HEALTH,PROPRIETARY,343 E MAIN ST,CORTEZ,CO,81321,9705657134,292,87,292 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,067595,ICARE HOME HEALTH AGENCY LLC,PROPRIETARY,2851 S PARKER RD,AURORA,CO,80014,3039936393,297,87,297 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,077181,PATHWELL HOME HEALTH,PROPRIETARY,"99 HAWLEY LN, STE 1001,",STRATFORD,CT,06614,2032561804,288,87,288 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,077243,PATIENT CARE,PROPRIETARY,"400 CAPITAL BOULEVARD, STE 103",ROCKY HILL,CT,06067,8602572739,607,87,607 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,107702,AFTERCARE NURSING SERVICES INC,PROPRIETARY,1655 27TH ST STE 1,VERO BEACH,FL,32960,-,298,87,298 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,107752,UNS UNITED NURSING SERVICES,PROPRIETARY,1897 PALM BEACH LAKES BLVD STE 213,WEST PALM BEACH,FL,33409,5614788788,290,87,290 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,108052,"ELDERLY HEALTH HOME CARE, INC",PROPRIETARY,665 MILLER DR,MIAMI SPRINGS,FL,33166,3058846137,298,87,298 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,108202,PREFERRED CARE HOME HEALTH SERVICES,PROPRIETARY,10300 SW 72 ST STE 145,MIAMI,FL,33173,3052757573,289,87,289 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,109265,VENNUS HOME HEALTH INC,PROPRIETARY,10520 WEST FLAGLER STREET,MIAMI,FL,33174,3052278970,295,87,295 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,687067,FRIENDLY HOME HEALTH CARE CORP,PROPRIETARY,5051 CASTELLO DR STE 16,NAPLES,FL,34103,2395295986,288,87,288 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,167120,AVERA @ HOME,NON-PROFIT,826 NORTH EIGHTH STREET,ESTHERVILLE,IA,51334,7123626169,298,87,298 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,147783,"ALL FAMILY HEALTH CARE, INC",PROPRIETARY,6413 N KINZUA,CHICAGO,IL,60646,7737752588,290,87,290 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,148138,"CITYWIDE HOME HEALTH SERVICES, INC",PROPRIETARY,"210 N. CASS AVE., UNIT A",WESTMONT,IL,60559,8477181800,611,87,611 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,148233,"MEDI LINK HEALTH SERVICES, LLC",PROPRIETARY,"1701 E WOODFIELD RD, STE 909",SCHAUMBURG,IL,60173,8479959900,602,87,602 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,148237,"EPIC HOME CARE, INC",PROPRIETARY,710 E OGDEN AVE SUITE 690,NAPERVILLE,IL,60563,6304709668,294,87,294 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,148241,"ST FRANCIS OF ASSISI HEALTHCARE, INC",PROPRIETARY,8205 S. CASS AVE SUITE 110,DARIEN,IL,60561,7735232900,299,87,299 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,148260,LHC - ILLINOIS HOME HEALTH CARE,PROPRIETARY,"36100 N BROOKSIDE DR, STE 201",GURNEE,IL,60031,2249945971,288,87,288 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,148276,"ANGEL'S CARE HOME HEALTH SERVICES, INC",PROPRIETARY,5418 N KEDZIE AVENUE,CHICAGO,IL,60625,7737298078,295,87,295 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,148315,"ALEDLI HOME HEALTHCARE, INC",PROPRIETARY,"219 W 55TH STREET, SUITE 205",CLARENDON HILLS,IL,60514,6303230128,602,87,602 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,148367,PANOPTIC HOME HEALTH,PROPRIETARY,1802 N DIVISION STREET SUITE 202,MORRIS,IL,60450,8155133298,609,87,609 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,157078,COMMUNITY HOME CARE SERVICES INC,PROPRIETARY,1909 SOUTH HEATON STREET,KNOX,IN,46534,5747723157,290,87,290 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,157177,PERRY COUNTY MEMORIAL HOSPITAL HOME CARE SERVICES,GOVERNMENT OPERATED,115 E HWY 66,TELL CITY,IN,47586,8125477011,288,87,288 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,177079,MARION COUNTY HOME CARE SERVICES,NON-PROFIT,535 S FREEBORN,MARION,KS,66861,6203823690,298,87,298 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,187018,LIFELINE HEALTH CARE OF FAYETTE,PROPRIETARY,"100 JOHN SOUTHERLAND DRIVE, SUITE 8",NICHOLASVILLE,KY,40356,8592729787,608,87,608 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,187026,WHITLEY COUNTY HOME HEALTH AGENCY,NON-PROFIT,368 PENNY LANE,WILLIAMSBURG,KY,40769,6065490886,289,87,289 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,187102,CALDWELL COUNTY HOME HEALTH,PROPRIETARY,1310 US HIGHWAY 62 WEST,PRINCETON,KY,42445,2703652011,611,87,611 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,187169,HIGHLANDS ARH HOME HEALTH,NON-PROFIT,93 DEWEY STREET,PRESTONSBURG,KY,41653,8005985858,290,87,290 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,187185,SOMC HOME HEALTH SERVICES,NON-PROFIT,246 COMMONWEALTH ROAD,VANCEBURG,KY,41179,6067960056,297,87,297 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,187303,CARETENDERS OF NORTHERN KENTUCKY,PROPRIETARY,"1717 DIXIE HIGHWAY, SUITE 240",FORT WRIGHT,KY,41011,8595780022,610,87,610 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,197020,"TRUCARE HOME HEALTH WEST, LLC",PROPRIETARY,2015 EAST 70TH ST,SHREVEPORT,LA,71105,3182810078,292,87,292 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,197084,LOUISIANA HOMECARE OF WEST MONROE,PROPRIETARY,"2601 NORTH 7TH STREET, SUITES 600 AND 700",WEST MONROE,LA,71291,3183960452,610,87,610 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,197149,LANE HOME HEALTH AN AFFILIATE OF LANE REG MEDICAL,GOVERNMENT OPERATED,6300 MAIN STREET.,ZACHARY,LA,70791,2256584150,605,87,605 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,197748,ALLEN PARISH HOME HEALTH,GOVERNMENT OPERATED,532 N 8TH STREET,KINDER,LA,70648,3377385627,290,87,290 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,197784,VITALCARING GROUP,PROPRIETARY,1211 NORTH RANGE AVENUE,DENHAM SPRINGS,LA,70726,2252911230,292,87,292 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,197790,"COVENANT HOME HEALTH, LLC",PROPRIETARY,3445 N. CAUSEWAY BLVD. STE 501,METAIRIE,LA,70002,5048318000,291,87,291 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,227486,"BROOKSBY VILLAGE, INC",NON-PROFIT,300 BROOKSBY VILLAGE DRIVE,PEABODY,MA,01960,9785367868,608,87,608 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,239299,"MAPLE HOME HEALTH CARE, INC",PROPRIETARY,"23300 GREENFIELD RD, SUITE 219",OAK PARK,MI,48237,2489673100,295,87,295 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,248124,"TRU HEALTHCARE, INC",PROPRIETARY,"3900 NORTHWOODS, STE 240",ARDEN HILLS,MN,55112,6127676272,290,87,290 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,257098,DELTA HEALTH-THE MEDICAL CENTER,GOVERNMENT OPERATED,1693 FAIRGROUNDS ROAD / PO BOX 5247,GREENVILLE,MS,38703,6627251200,609,87,609 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,277060,LIVINGSTON HEALTHCARE HOME HEALTH AND HOSPICE,NON-PROFIT,320 ALPENGLOW LANE,LIVINGSTON,MT,59047,4068236430,288,87,288 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,347081,NORTHAMPTON CO. HHA,GOVERNMENT OPERATED,9495 NC 305 HWY,JACKSON,NC,27845,2525341291,296,87,296 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,347250,VIDANT HOME HEALTH AND HOSPICE,NON-PROFIT,1211 HIGHLAND DRIVE,WASHINGTON,NC,27889,-,299,87,299 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,347258,"WELL CARE HOME HEALTH OF PIEDMONT, INC.",PROPRIETARY,"320 SEAGLE STREET, SUITE 200",HUNTERSVILLE,NC,28078,-,608,87,608 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,297266,ALLEGIANT HOME HEALTH,PROPRIETARY,8930 W SUNSET RD,LAS VEGAS,NV,89148,7024788171,611,87,611 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,297326,BATTLE BORN HOME HEALTH LLC,PROPRIETARY,307 WEST WINNIE LANE,CARSON CITY,NV,89703,-,609,87,609 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,367296,CARETENDERS,PROPRIETARY,"8230 MONTGOMERY ROAD, SUITE 210",CINCINNATI,OH,45236,5139241370,290,87,290 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,368087,"HOME HEALTH CONNECTION, INC",PROPRIETARY,3062 COLUMBUS LANCASTER RD NW,LANCASTER,OH,43130,6148394545,288,87,288 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,368168,CAMBRIDGE CARETENDERS,PROPRIETARY,4140 HOLIDAY STREET NW,CANTON,OH,44718,3307541565,299,87,299 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,368245,"A-PLUS CARE, INC",PROPRIETARY,8976 COLUMBIA ROAD,LOVELAND,OH,45140,5132290372,296,87,296 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,368379,"OHIOANS HOME HEALTHCARE, INC",PROPRIETARY,"407 CORPORATE CENTER DRIVE, SUITE B",VANDALIA,OH,45377,9372649500,291,87,291 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,368444,HOPE HOME CARE LLC,PROPRIETARY,3615 NEWMARK DRIVE,MIAMISBURG,OH,45342,9372942273,612,87,612 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,377723,UNITY HOME HEALTH LLC,PROPRIETARY,1305 NORTH WASHINGTON,DURANT,OK,74701,5809310995,297,87,297 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,377744,"MAYS HOUSECALL HOME HEALTH OF VINITA, LLC",PROPRIETARY,425 EAST ILLINOIS AVE,VINITA,OK,74301,9182562270,294,87,294 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,377750,OKLAHOMA HEALTHCARE SOLUTIONS XI,PROPRIETARY,2313 N. MAIN,GORE,OK,74435,9184895519,289,87,289 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,377809,"WALKER COMPANION SERVICES, LLC",PROPRIETARY,941 E CHERRY STREET,CUSHING,OK,74023,9182239503,297,87,297 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,387313,NIGHTINGALE HOME HEALTH,PROPRIETARY,11707 NE GLISAN ST.,PORTLAND,OR,97220,5034447605,288,87,288 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,397130,"VNA OF NORTHWEST PA, LLC",PROPRIETARY,44 BOLIVAR ROAD,BRADFORD,PA,16701,8143627466,603,87,603 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,397286,"GOLDEN CARE OF NORTHEAST PA, INC",PROPRIETARY,1170 ROUTE 315 SUITE 4,PLAINS,PA,18702,5706542883,298,87,298 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,397781,VITACARE HOME HEALTH INC,PROPRIETARY,255 EAST STATE ROAD,FEASTERVILLE,PA,19053,2159539225,296,87,296 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,398260,"PRESBYTERIAN SENIORCARE AT HOME, INC",PROPRIETARY,500 ROUTE 909,VERONA,PA,15147,4128264055,297,87,297 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,437019,PRAIRIE LAKES HOME HEALTH,NON-PROFIT,401 9TH AVE NW POST OFFICE BOX 1210,WATERTOWN,SD,57201,6058827745,605,87,605 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,457024,CITIZENS MEDICAL CENTER HOME HEALTH AGENCY,PROPRIETARY,1908 N LAURENT STREET SUITE 430,VICTORIA,TX,77901,3615791305,602,87,602 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,457965,A C T HOME HEALTH INC,PROPRIETARY,4401 N I 35 UNIT 208,DENTON,TX,76207,9404842900,298,87,298 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,459038,CHANGING SEASONS HOME HEALTH,PROPRIETARY,600 N CROCKETT STREET,SHERMAN,TX,75090,9038683648,299,87,299 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,678166,GUARDIAN HEALTHCARE,PROPRIETARY,6565 WEST LOOP SOUTH SUITE 780,BELLAIRE,TX,77401,2814812974,610,87,610 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,679027,1ST TEXAS HOME HEALTH,PROPRIETARY,4004 CALL FIELD RD,WICHITA FALLS,TX,76308,9407639500,602,87,602 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,679031,LIBBYS HOME HEALTH CARE,PROPRIETARY,11500 N STEMMONS FWY STE 180,DALLAS,TX,75229,4693721487,291,87,291 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,679093,MAXCARE HOME HEALTH SERVICES INC,PROPRIETARY,9119 SOUTH GESSNER SUITE 100,HOUSTON,TX,77074,7133252132,295,87,295 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,679237,SOUTHERN HOME HEALTH,PROPRIETARY,2348 HWY 69 N,NEDERLAND,TX,77627,4097219075,607,87,607 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,679442,AFFINITY HOME HEALTH CARE,PROPRIETARY,"201 ENTERPRISE AVE, STE 600C",LEAGUE CITY,TX,77573,7139472277,298,87,298 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,679504,SUPERIOR HOME HEALTH OF SAN ANTONIO LLC,PROPRIETARY,8000 VANTAGE DRIVE,SAN ANTONIO,TX,78230,2106620004,298,87,298 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,747419,SENAI HOME HEALTH SERVICES INC,PROPRIETARY,1001 MORRISON DR,MESQUITE,TX,75150,2145871000,608,87,608 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,747474,ABOUNDING HOME HEALTH CARE INC,NON-PROFIT,310 EAST I 30 SUITE B108,GARLAND,TX,75043,2143273783,293,87,293 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,747674,APRIL SKYY HOME HEALTH CARE INC,PROPRIETARY,5333 EVERHART ROAD STE 202 A,CORPUS CHRISTI,TX,78411,3613343361,609,87,609 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,747740,"ATWELL HOME HEALTH SERVICES, INC.",PROPRIETARY,6915 ATWELL DRIVE,HOUSTON,TX,77081,7136647800,291,87,291 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,747824,A NURSES TOUCH HOME HEALTH,PROPRIETARY,1121 BRIARCREST DR. SUITE 102,BRYAN,TX,77802,9796933208,612,87,612 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,747939,A DOSE OF CARE HOME HEALTH INC,PROPRIETARY,1481 SOUTH FLOURNOY SUITE 125,ALICE,TX,78332,3613964208,293,87,293 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,467112,AT HOME HEALTH CARE,PROPRIETARY,45 NORTH 100 WEST,SALINA,UT,84654,4355293233,291,87,291 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,497096,MEDI HOME HEALTH AGENCY,PROPRIETARY,211 N. UNION STREET,ALEXANDRIA,VA,22314,5402781322,609,87,609 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,497649,GOODHEART HOME HEALTHCARE SERVICES,PROPRIETARY,5411A BACKLICK RD,SPRINGFIELD,VA,22151,7032564920,610,87,610 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,497701,"BLUE DOVE HOME HEALTH SERVICES, LLC",PROPRIETARY,"8424 DORSEY CIRCLE, SUITE 201",MANASSAS,VA,20110,7033611016,293,87,293 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS home health provider info,527154,FROEDTERT HOLY FAMILY MEMORIAL HOME CARE,NON-PROFIT,1520 S. 41ST ST.,MANITOWOC,WI,54220,9203204201,296,87,296 Medicare episodes (activity proxy only; CMS does not provide employee or staffing data in this export),"Enrich with company size/domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
