providerType,ccn,providerName,city,state,telephone,targetScore,braveQuery,candidateDomain,candidateUrl,candidateTitle,candidateDescription,discoveryStatus,discoveryError,nextStep
nursing_home,015044,"CAREGIVERS OF PLEASANT GROVE, INC",PLEASANT GROVE,AL,2057448120,91,"""CAREGIVERS OF PLEASANT GROVE, INC"" ""PLEASANT GROVE"" ""AL"" official website",nursinghomes.com,https://www.nursinghomes.com/al/pleasant-grove/caregivers-of-pleasant-grove/,"Caregivers of Pleasant Grove, Inc | Nursing Home","Caregivers of Pleasant Grove is a skilled nursing facility offering the best therapy and care in Pleasant Grove, AL, read more about our services.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,045384,Woodbriar Nursing Home,Harrisburg,AR,8705782483,89,"""Woodbriar Nursing Home"" ""Harrisburg"" ""AR"" official website",humanservices.arkansas.gov,https://humanservices.arkansas.gov/facilities/woodbriar-nursing-home/,Woodbriar Nursing Home - Arkansas Department of Human Services,"The Official Website of the State of Arkansas · Home &gt; Woodbriar Nursing Home · ← Go Back · Mailing-Address:-<strong>204 Catherine St, Harrisburg, AR 72432</strong> · Physical-Address:-<strong>204 Catherine St, Harrisburg, AR 72432</strong> · County:-Poinsett · ...",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,035176,BEATITUDES CAMPUS,PHOENIX,AZ,6023358466,88,"""BEATITUDES CAMPUS"" ""PHOENIX"" ""AZ"" official website",beatitudescampus.org,https://beatitudescampus.org/,"Senior Living in Phoenix, AZ | Independent Living, Assisted Living & Memory Care | Beatitudes Campus","Welcome to Beatitudes Campus in Phoenix, Arizona. We’re a retirement community like no other. Here, you’ll find an irrepressible joy for life and friendship, and room for learning, creativity, self-expression and celebration. In a word, you belong. Opportunities and choices abound.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,055036,Maple Healthcare Center,LOS ANGELES,CA,2137476371,96,"""Maple Healthcare Center"" ""LOS ANGELES"" ""CA"" official website",hcai.ca.gov,https://hcai.ca.gov/facility/maple-healthcare-center/,Maple Healthcare Center - HCAI,"Link to California State Website · California Department of Health Care Access and Information · Menu · Facility Finder · Address: 2526 Maple Avenue Los Angeles, CA 90011 · HCAI ID: 206190498 · Facility License Type: Long Term Care Facility · License Category: Skilled Nursing Facility ·",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,065324,FRASIER MEADOWS HEALTH CARE CENTER,BOULDER,CO,3034998412,93,"""FRASIER MEADOWS HEALTH CARE CENTER"" ""BOULDER"" ""CO"" official website",health.usnews.com,https://health.usnews.com/best-nursing-homes/area/co/frasier-meadows-health-care-center-065324,"Frasier Meadows Health Care Center | Nursing Home in Boulder, CO","Frasier Meadows Health Care Center in Boulder, CO offers short-term rehab and long-term care. It has a short-term rehabilitation rating of High Performing and a long-term care rating of High Performing. It is a small facility with 54 beds and has non profit - church related ownership.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,075352,"CONNECTICUT BAPTIST HOMES, INC",MERIDEN,CT,2032371206,95,"""CONNECTICUT BAPTIST HOMES, INC"" ""MERIDEN"" ""CT"" official website",ctbaptisthomes.org,https://www.ctbaptisthomes.org/,Homepage | CT Baptist Home,"Affordable senior living within a community of support.Schedule a TourConnecticut Baptist Homes (CBH) in Meriden, Connecticut—a not-for-profit, faith-based community dedicated to providing personalized attention and supportive services in a welcoming, social environment.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,08A006,JEANNE JUGAN RESIDENCE,NEWARK,DE,3023685886,69,"""JEANNE JUGAN RESIDENCE"" ""NEWARK"" ""DE"" official website",littlesistersofthepoordelaware.org,https://littlesistersofthepoordelaware.org/,Home - Little Sisters of the Poor - Delaware,"Little Sisters of the Poor Delaware Jeanne Jugan Residence 185 Salem Church Road Newark, DE 19713-2942 Phone: 302-368-5886 Fax: 302-709-4568",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,105651,BLUE PALMS HEALTH AND REHABILITATION CENTER OF DAY,DAYTONA BEACH,FL,3862536791,93,"""BLUE PALMS HEALTH AND REHABILITATION CENTER OF DAY"" ""DAYTONA BEACH"" ""FL"" official website",quality.healthfinder.fl.gov,https://quality.healthfinder.fl.gov/Facility-Provider/Profile/?LID=28680,blue palms health and rehabilitation center of daytona beach,The Florida Agency for Health Care Administration (AHCA) created <strong>healthfinder.fl.gov</strong> to provide easy access to health care information.,candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,115534,AZALEALAND NURSING HOME,SAVANNAH,GA,9123542752,94,"""AZALEALAND NURSING HOME"" ""SAVANNAH"" ""GA"" official website",azalealand.com,https://azalealand.com/,HOME - Azalealand Nursing Home,Savannah&#x27;s only family owned and operated nursing and rehabilitation facility providing the highest quality care to our residents and their families.,candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,125056,HALE MAKUA - WAILUKU,WAILUKU,HI,8082431722,81,"""HALE MAKUA - WAILUKU"" ""WAILUKU"" ""HI"" official website",everyplace.care,https://everyplace.care/facility/hale-makua-wailuku-wailuku-hi-nf-125056,"Hale Makua - Wailuku — Nursing Home in Wailuku, HI | EveryPlace","Hale Makua - Wailuku · Organization Type · nonprofit · Key personnel · Ohana Pacific Management Company INCManagerLo, WesleyManagerLore, AndrewManagerMattfeld, PaulManagerMcclennon, PamelaManagerSource: CMS Provider Data · Contact · Contact this facility directly and verify the details that matter most to your family. (808) 243-1722 · halemakua.org · 1540 Lower Main Street · Wailuku, HI 96793 ·",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,165470,Pleasantview Home,Kalona,IA,3196562421,96,"""Pleasantview Home"" ""Kalona"" ""IA"" official website",elderlifefinancial.com,https://www.elderlifefinancial.com/elderlife-communities/iowa/kalona/pleasantview-home/,Pleasantview Home - ElderLife Financial,"Welcome to Pleasantview Home, a nursing homes facility located in Kalona, Iowa.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,135111,Syringa Chalet Nursing Facility,Blackfoot,ID,2087851200,83,"""Syringa Chalet Nursing Facility"" ""Blackfoot"" ""ID"" official website",nursa.com,https://nursa.com/facilities/syringa-chalet-nursing-facility,Syringa Chalet Nursing Facility,"Syringa Chalet Nursing Facility · Idaho · 135111 · <strong>700 E Alice St, ID, Blackfoot ID, Bingham County, 83221-4925</strong> · Other · Visit Website · 208-785-1200 · 29 · Opening Hours · Jump to section on this page · Anchor Link · SubscribeNotify ...",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,146194,THRIVE OF FOX VALLEY,AURORA,IL,3313015590,97,"""THRIVE OF FOX VALLEY"" ""AURORA"" ""IL"" official website",ignitemedicalresorts.com,https://www.ignitemedicalresorts.com/thrive-of-fox-valley.htm,Physical Therapy & Rehabilitation Center in Fox Valley | Ignite Medical Resort,"THRIVE OF FOX VALLEY · 331-301-5590 · 4020 E. NEW YORK STREET, AURORA, IL 60504 · Extinguishing the stereotype of traditional physical rehabilitation facilities, Ignite&#x27;s &quot;LuxeRehab&quot; approach infuses the rehab experience with the perks and comforts of a 5-star resort.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,155719,GEORGE ADE MEMORIAL HEALTH CARE CENTER,BROOK,IN,2192752531,95,"""GEORGE ADE MEMORIAL HEALTH CARE CENTER"" ""BROOK"" ""IN"" official website",nursa.com,https://nursa.com/facilities/george-ade-memorial-health-care-center-brook-in,"George Ade Memorial Health Care Center, Brook, IN","George Ade Memorial Health Care Center is a non-profit organization located in Brook, Indiana, dedicated to providing comprehensive healthcare services to the local community. With a history dating back to its establishment, the center has built a strong reputation for delivering quality medical care and being a crucial part of the Brook community.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,175456,VILLA MARIA,MULVANE,KS,3167771129,94,"""VILLA MARIA"" ""MULVANE"" ""KS"" official website",vmmcinc.org,https://www.vmmcinc.org/,"Villa Maria and Maria Court | Mulvane, KS","Villa Maria, Inc. | Villa Maria is a not-for-profit skilled nursing facility that offers 24/7 nursing care, short-term rehabilitation, long-term care and outpatient therapy services. Maria Court is our sister assisted living facility. We are located in Mulvane, KS and are sponsered by the Adorers of the Blood of Christ.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,185355,River Valley Nursing Home,Butler,KY,8594722217,92,"""River Valley Nursing Home"" ""Butler"" ""KY"" official website",elderlifefinancial.com,https://www.elderlifefinancial.com/elderlife-communities/kentucky/butler/river-valley-nursing-home/,River Valley Nursing Home - ElderLife Financial,"Welcome to River Valley Nursing Home, a nursing homes facility located in Butler, Kentucky.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,195582,Maison D'Acadiens Care Center,Basile,LA,3374326663,95,"""Maison D'Acadiens Care Center"" ""Basile"" ""LA"" official website",ldh.la.gov,https://ldh.la.gov/directory/detail/11920,Maison D'Acadiens Care Center | Louisiana Department of Health,"Secure <strong>.gov</strong> websites use HTTPS A lock () or https:// means you&#x27;ve safely connected to the official <strong>.gov</strong> website. ... You&#x27;ll find detailed information for this location below. 2907 E. Schambers, Basile, LA 70515 (337)432-6663 (tel) (337)432-6664 (fax)",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,225229,MAPLEWOOD CENTER,AMESBURY,MA,9783883500,94,"""MAPLEWOOD CENTER"" ""AMESBURY"" ""MA"" official website",nursinghomes.com,https://www.nursinghomes.com/ma/amesbury/maplewood-center/,Maplewood Center | Nursing Home | Amesbury Skilled ...,"Maplewood Center is a skilled nursing facility offering the best therapy and care in Amesbury, MA, read more about our services.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,215352,COFFMAN NURSING HOME,HAGERSTOWN,MD,3017332914,94,"""COFFMAN NURSING HOME"" ""HAGERSTOWN"" ""MD"" official website",fkhv.org,https://fkhv.org/coffman-nursing-rehab-hagerstown/,Coffman Nursing Home Hagerstown | by Fahrney Keedy,"Coffman Nursing Home has been a trusted provider of skilled nursing care and rehabilitation services in Hagerstown, MD, for over 50 years. Renowned for its compassionate and experienced staff, Coffman offers a personalized approach to care that prioritizes the individual needs of each resident.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,205012,SUMMER COMMONS,SANFORD,ME,2072061360,89,"""SUMMER COMMONS"" ""SANFORD"" ""ME"" official website",nursa.com,https://nursa.com/facilities/summer-commons-sanford-me,"Summer Commons, Sanford, ME","Summer Commons is a compassionate nursing home offering skilled nursing, rehabilitation, memory care, and respite services. This non-profit facility in Sanford, Maine, is dedicated to enhancing residents&#x27; quality of life through personalized care, comfortable amenities, and a welcoming community environment.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,235076,Newaygo Co Medical Care Facility,Fremont,MI,2319242020,92,"""Newaygo Co Medical Care Facility"" ""Fremont"" ""MI"" official website",nursinghomes.com,https://www.nursinghomes.com/mi/fremont/newaygo-co-medical-care-facility/,Newaygo Co Medical Care Facility - Fremont Post Acute Care,"Newaygo Co Medical Care Facility is a skilled nursing facility offering the best therapy and care in Fremont, MI, read more about our services.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,245363,AICOTA HEALTH CARE CENTER,AITKIN,MN,2189272164,93,"""AICOTA HEALTH CARE CENTER"" ""AITKIN"" ""MN"" official website",mn.gov,https://mn.gov/adresources/search/eaa4463c-634a-5a78-a039-bf06a9f62a84/,Aicota Health Care Center - MN.gov,"<strong>850 2nd St NW, Aitkin, MN 56431 · Hours · 24/7 · (218) 927-2164 · Voice · https://aicota.com/services/skilled-nursing</strong> · Service area · Aitkin County, MN Crow Wing County, MN Mille Lacs County, MN · A nursing home is a facility or part ...",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,265285,JEFFERSON CITY MANOR CARE CENTER,JEFFERSON CITY,MO,5736356193,97,"""JEFFERSON CITY MANOR CARE CENTER"" ""JEFFERSON CITY"" ""MO"" official website",mohealthcare.com,https://www.mohealthcare.com/facility-directory/jefferson-city-manor-care-center/,Jefferson City Manor Care Center - Missouri Health Care Association,"Care Finder ▸ Jefferson City, MO · Print Share Link · Get Directions · <strong>1720 Vieth Dr Jefferson City, MO 65109-2056</strong> ·",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,255285,COMMUNITY PLACE,BRANDON,MS,6013550617,93,"""COMMUNITY PLACE"" ""BRANDON"" ""MS"" official website",community-place.org,https://community-place.org/contact-us,Contact Us - Community Place,"116 Lake Vista Place, Brandon, Mississippi, 39047 · For employment opportunities, contact employment@visitcommunityplace.org For room availability, contact administrator@community-placems.org · Get directions · Learn more about our upcoming events, fundraisers, and more!",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,275127,SWEET MEMORIAL NURSING HOME,CHINOOK,MT,4063572549,75,"""SWEET MEMORIAL NURSING HOME"" ""CHINOOK"" ""MT"" official website",mtha.org,https://mtha.org/member/sweet-memorial-nursing-home/,Sweet Memorial Nursing Home - Montana Hospital Association,"Skilled Nursing Facility · PO Box 1149 · Chinook, MT 59523-1149 · Website · 406-357-2549 · Counties Served · Blaine · Subscribe · Members Only Sign In · News · President’s Message · MHA Careers · MHAPAC · Montana Informed Patient · Montana Medicaid Works ·",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,345078,Highland Farms,Black Mountain,NC,8286696473,93,"""Highland Farms"" ""Black Mountain"" ""NC"" official website",givenshighlandfarms.org,https://givenshighlandfarms.org/contact-us/,"Contact Us - Givens Highland Farms - Black Mountain, NC",Givens Highland Farms is a fully licensed Life Plan Community providing independent living and services for a complete healthcare continuum.,candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,355037,SMP HEALTH - ST ALOISIUS,HARVEY,ND,7013244651,91,"""SMP HEALTH - ST ALOISIUS"" ""HARVEY"" ""ND"" official website",causeiq.com,"https://www.causeiq.com/organizations/st-aloisius-medical-center,450226729/","SMP Health - St Aloisius | Harvey, ND","*** *** ******** ******* ******, ** ****** **** *** ******* ** **** ** *** ************, **** *** *** ***** ** *** ** ******** *** **** *** ******* ** ***** ****** ** ***, **** *** ******* ******* *** *** ******* *** *** ***** *** ******** ******* ******",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,285302,Hillcrest Millard LLC,Omaha,NE,5313653000,95,"""Hillcrest Millard LLC"" ""Omaha"" ""NE"" official website",everlighthealth.org,https://everlighthealth.org/hillcrest-millard-llc-omaha-ne-285302/,"Hillcrest Millard Llc - Omaha, NE - Everlight Health","Hillcrest Millard Llc (Nursing Home) in Omaha, NE. Get Nursing Home Care in Omaha, NE.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,305037,Courville at Nashua,NASHUA,NH,6038895450,90,"""Courville at Nashua"" ""NASHUA"" ""NH"" official website",thecourvilles.com,https://www.thecourvilles.com/nashua-nh-courville,The Courville at Nashua | The Courvilles,"The Courvilles Assisted Living in NH, Independent Living, Skilled Nursing, Long Term &amp; Short Term care in Manchester, Bedford, Nashua NH, Family owned and operated Assisted Living in NH.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,315427,UNITED METHODIST COMMUNITIES AT PITMAN,PITMAN,NJ,8565897800,96,"""UNITED METHODIST COMMUNITIES AT PITMAN"" ""PITMAN"" ""NJ"" official website",business.chambersnj.com,https://business.chambersnj.com/directory/Details/united-methodist-communities-pitman-891334,United Methodist Communities - Pitman - Chamber of Commerce Southern New Jersey - CCSNJ,"United Methodist Communities at Pitman is <strong>a full service non-profit retirement community offering subacute, long term care, memory support and assisted living</strong>. UMC Pitman is truly integrated into the life of the town.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,325113,Cedar Ridge Inn,Farmington,NM,5052505448,81,"""Cedar Ridge Inn"" ""Farmington"" ""NM"" official website",cedarridgehcc.com,https://cedarridgehcc.com/,Home - Cedar Ridge Inn,"At Cedar Ridge Inn in Farmington, New Mexico, your care is our passion. Our nursing home provides both short-term and long-term rehabilitation and care services in a warm and welcoming space that balances community spirit with respect for each resident&#x27;s individuality.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,335040,Pine Forest Car Center for Rehab & Healthcare,Huntington,NY,6314270254,96,"""Pine Forest Car Center for Rehab & Healthcare"" ""Huntington"" ""NY"" official website",,,,,no_official_domain_candidate,,Manual domain review
nursing_home,365595,MOMENTOUS HEALTH AT FRANKLIN,FRANKLIN,OH,9377463943,96,"""MOMENTOUS HEALTH AT FRANKLIN"" ""FRANKLIN"" ""OH"" official website",momentousfran.com,https://momentousfran.com/,Momentous Health at Franklin,"Momentous Health at Franklin, in Franklin, Ohio, offers exceptional, personalized care with over seventeen specialized services.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,375425,"GREGSTON NURSING HOME, INC.",MARLOW,OK,5806582319,96,"""GREGSTON NURSING HOME, INC."" ""MARLOW"" ""OK"" official website",nursa.com,https://nursa.com/facilities/gregston-nursing-home-inc-marlow-ok,"Gregston Nursing Home, Inc., Marlow, OK","Gregston&#x27;s Nursing and Rehab, located in Marlow, Oklahoma, has been a pillar in the community for over a decade, offering compassionate care and rehabilitation for individuals in need of long-term nursing care. This facility is dedicated to enhancing the quality of life for its residents through a wide array of medical services and personalized treatment plans.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,385206,MENNONITE HOME,ALBANY,OR,5419287232,81,"""MENNONITE HOME"" ""ALBANY"" ""OR"" official website",mennonitevillage.org,https://mennonitevillage.org/nursing-rehab/,"Skilled Nursing & Rehabilitation in Albany, OR","Mennonite Home is known for extraordinary service, compassion, and our culture of individualized resident-directed care. The proof is in our reputation and resident satisfaction for more than 70 years. ... Large private rooms with bathrooms, showers, climate control, multiple light sources, large windows, and room for resident furniture. ... Contact Information info@mennonitevillage.org (541) 928-7232 (541) 917-1399 Fax 5353 Columbus St SE Albany, OR 97322",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,396053,COUNTRY MEADOWS NURSING CENTER OF BETHLEHEM,BETHLEHEM,PA,6108824110,96,"""COUNTRY MEADOWS NURSING CENTER OF BETHLEHEM"" ""BETHLEHEM"" ""PA"" official website",nursinghomes.com,https://www.nursinghomes.com/pa/bethlehem/country-meadows-nursing-center-of-bethlehem/,Country Meadows Nursing Center of Bethlehem - Bethlehem Post Acute Care,"Country Meadows Nursing Center of Bethlehem is a skilled nursing facility offering the best therapy and care in Bethlehem, PA, read more about our services.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,415104,Roberts Health Centre Inc,North Kingstown,RI,4012943587,90,"""Roberts Health Centre Inc"" ""North Kingstown"" ""RI"" official website",nursinghomes.com,https://www.nursinghomes.com/ri/north-kingstown/roberts-health-centre/,Roberts Health Centre Inc | Nursing Home | North Kingstown ...,"Roberts Health Centre is a skilled nursing facility offering the best therapy and care in North Kingstown, RI, read more about our services.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,425412,Retreat at Wellmore of Lexington,Lexington,SC,8035201200,92,"""Retreat at Wellmore of Lexington"" ""Lexington"" ""SC"" official website",senior65care.com,https://senior65care.com/nursing-homes/sc/retreat-at-wellmore-of-lexington/425412,Senior Care Facility | Retreat at Wellmore of Lexington | South Carolina,"200 Wellmore Drive Lexington, SC 29072 · Phone: (803) 520-1200 · for this senior care facility · Overall Quality Score · 4 · Staffing Quality4 · Resident Care Quality2 · Health Inspections4 · Nursing Home Details · Number of Certified Beds: 60 beds ·",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,435096,BETHANY HOME SIOUX FALLS,SIOUX FALLS,SD,6053382351,90,"""BETHANY HOME SIOUX FALLS"" ""SIOUX FALLS"" ""SD"" official website",mybethanyhome.org,https://www.mybethanyhome.org/,Home :: MyBethanyHome.org,"Bethany Home and Bethany Meadows are designed to create a fulfilling lifestyle for seniors living in Sioux Falls, Brandon, and the surrounding areas of SD, MN, &amp; IA.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,445527,HARBERT HILLS ACADEMY N H,SAVANNAH,TN,7319255495,93,"""HARBERT HILLS ACADEMY N H"" ""SAVANNAH"" ""TN"" official website",nursa.com,https://nursa.com/facilities/harbert-hills-academy-n-h-savannah-tn,"Harbert Hills Academy N H, Savannah, TN","Harbert Hills Academy Nursing Home, located in the serene setting of Savannah, Tennessee, offers compassionate care to its residents with a focus on enhancing their quality of life. Established several decades ago, the facility is renowned for its commitment to delivering high-quality care in a supportive environment.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,675755,Capstone Healthcare of Daingerfield,Daingerfield,TX,9036453915,97,"""Capstone Healthcare of Daingerfield"" ""Daingerfield"" ""TX"" official website",capstonedaingerfield.com,https://www.capstonedaingerfield.com/,"Skilled Nursing and Rehabilitation | Daingerfield, TX | Capstone Healthcare of Daingerfield",We are committed to delivering person-centered care and wellness to our rehabilitation and skilled nursing residents.,candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,465085,San Rafael Health and Rehabilitation,Ferron,UT,4353842301,75,"""San Rafael Health and Rehabilitation"" ""Ferron"" ""UT"" official website",sanrafaelhealth.com,http://sanrafaelhealth.com/,San Rafael Health and Rehabilitation,San Rafael Health &amp; Rehab is nestled in the mountain valley of Emery County in Ferron Utah.,candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,495199,GREENSVILLE HEALTH AND REHABILITATION CENTER,EMPORIA,VA,4343482150,91,"""GREENSVILLE HEALTH AND REHABILITATION CENTER"" ""EMPORIA"" ""VA"" official website",greensvillehealth.com,https://www.greensvillehealth.com/,Greensville Health,"Greensville Health and Rehabilitation Center is a skilled nursing and rehabilitation facility located in Emporia, Virginia. We are dually certified for both Medicare and Medicaid and provide healthcare services for the geriatric community.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,475050,Thompson House Nursing Home,Brattleboro,VT,8022544977,83,"""Thompson House Nursing Home"" ""Brattleboro"" ""VT"" official website",nursa.com,https://nursa.com/facilities/thompson-house-nursing-home-brattleboro-vt,"Thompson House Nursing Home, Brattleboro, VT","<strong>Thompson House Rehabilitation &amp; Nursing Center is a highly regarded nursing home located in Brattleboro, Vermont</strong>. With years of dedicated service, the center has established itself as a leader in providing compassionate, high-quality care for ...",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,505475,WESLEY HOMES DES MOINES HEALTH CENTER,DES MOINES,WA,2068243663,86,"""WESLEY HOMES DES MOINES HEALTH CENTER"" ""DES MOINES"" ""WA"" official website",,,,,no_official_domain_candidate,,Manual domain review
nursing_home,525559,Odd Fellow Home,Green Bay,WI,9204376523,95,"""Odd Fellow Home"" ""Green Bay"" ""WI"" official website",ofrh.org,https://www.ofrh.org/,Nursing Home | Odd Fellow Home | United States,"Odd Fellow Home is a <strong>88 skilled nursing facility located in Green Bay, Wisconsin</strong>. In Astor Terrace we offer rehab services such as physical therapy, speech therapy, and occupational therapy.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,515124,Pendleton Manor,FRANKLIN,WV,3043582322,78,"""Pendleton Manor"" ""FRANKLIN"" ""WV"" official website",pendletonmanorwv.com,https://pendletonmanorwv.com/,Pendleton Manor,The new logo symbolizes Our County • Our Building/Campus • Our Faith <strong>PendletonManor.org • PendletonManorWV.com</strong> · Licensed Home Care Senior Independent Living Cottages Outpatient Therapy Services Skilled Nursing Care Short Term Rehabilitation · 68 Good Samaritan Drive.,candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,535022,The Legacy Living and Rehabilitation Center,Gillette,WY,3076887000,84,"""The Legacy Living and Rehabilitation Center"" ""Gillette"" ""WY"" official website",cchwyo.org,https://www.cchwyo.org/services/the-legacy-living-and-rehabilitation-center/,The Legacy Living & Rehabilitation Center | Assisted Living,"The Legacy is a part of the Campbell County Health&#x27;s system of care facilities and licensed by the state of Wyoming. The facility is certified to accept private pay, Medicare, Medicaid and Veteran&#x27;s Administration Contract residents. ... Short term rehabilitation to speed recovery and return home, with a large, bright rehabilitation and therapy space ... Find The Legacy Living and Rehabilitation Center at: Location: 1000 S. Douglas Highway, Gillette, Wyoming 82716 Phone: 307-688-7000",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,015402,EL REPOSO NURSING FACILITY,FLORENCE,AL,2567572143,91,"""EL REPOSO NURSING FACILITY"" ""FLORENCE"" ""AL"" official website",health.usnews.com,https://health.usnews.com/best-nursing-homes/area/al/el-reposo-nursing-facility-015402,"El Reposo Nursing Facility | Nursing Home in Florence, AL","El Reposo Nursing Facility in Florence, AL offers short-term rehab and long-term care. It has an overall rating of 3 out of 5 and a long-term care rating of As Expected. It is a small facility with 60 beds and has for profit - corporation ownership. El Reposo Nursing Facility is not a part of a continuing care retirement community.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,045244,LITTLE RIVER NURSING & REHAB,ASHDOWN,AR,8708985101,88,"""LITTLE RIVER NURSING & REHAB"" ""ASHDOWN"" ""AR"" official website",elderlifefinancial.com,https://www.elderlifefinancial.com/elderlife-communities/arkansas/ashdown/little-river-nursing-rehab,Little River Nursing & Rehab - ElderLife Financial,"Welcome to Little River Nursing &amp; Rehab, a nursing homes facility located in Ashdown, Arkansas.",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
nursing_home,035265,SUN HEALTH GRANDVIEW CARE CENTER,SUN CITY WEST,AZ,6239758100,86,"""SUN HEALTH GRANDVIEW CARE CENTER"" ""SUN CITY WEST"" ""AZ"" official website",nursa.com,https://nursa.com/facilities/sun-health-grandview-care-center,Sun Health Grandview Care Center,"Sun Health | Grandview Terrace Assisted Living and Memory Care, Sun City West, AZ",candidate_found,,"Audit careers pages: require >=5 detailed job URLs with IDs, no ATS, and no JobPosting."
