licenseNumber,businessName,city,state,candidateDomain,careerUrl,jobUrls,jobUrlCount,validJobPages,maxDescriptionWords,atsDetected,jobPostingDetected,auditStatus,auditReason
1064369,GOGREEN BUILDERS LLC,SHERMAN OAKS,CA,gogreenbuilders.com,,,0,0,0,false,false,audit_error,Serper 400
612405,GOLD RIVER MECHANICAL INC,LOOMIS,CA,goldriverheatairsolar.com,,,0,0,0,false,false,audit_error,Serper 400
1032117,GOMAXXX INC,BENICIA,CA,findenergy.com,,,0,0,0,false,false,audit_error,Serper 400
1010200,GRAHAM SOLAR SYSTEMS INC,ORANGEVALE,CA,dfpi.ca.gov,,,0,0,0,false,false,audit_error,Serper 400
543093,GRASS VALLEY AIR CONDITIONING INC,GRASS VALLEY,CA,geothermalfinder.com,,,0,0,0,false,false,audit_error,Serper 400
1127392,GREEN ADDITIONS INC,LOS ANGELES,CA,bidroom.io,,,0,0,0,false,false,audit_error,Serper 400
916517,GREEN AIR HEATING AND AIR CONDITIONING INC,CONCORD,CA,gogreenair.net,,,0,0,0,false,false,audit_error,Serper 400
938682,GREEN HILL SOLAR INC,WEST HILLS,CA,greenhillsolar.com,,,0,0,0,false,false,audit_error,Serper 400
1075546,GREEN LINE SOLAR & ENERGY STORAGE,PETALUMA,CA,zerofi.ai,,,0,0,0,false,false,audit_error,Serper 400
1128206,GREEN POWER DIRECT SOLAR,COVINA,CA,secure.cityofirvine.org,,,0,0,0,false,false,audit_error,Serper 400
961800,GREEN STOCK SOLAR,NAPA,CA,greenstocksolar.com,,,0,0,0,false,false,audit_error,Serper 400
1026278,GREEN UNIVERSE INC,VAN NUYS,CA,thegreenuniverseinc.com,,,0,0,0,false,false,audit_error,Serper 400
1047548,GREENCAT INC,HEMET,CA,cleanenergyconnection.org,,,0,0,0,false,false,audit_error,Serper 400
908145,GREENVOX CORPORATION,BURBANK,CA,local.yahoo.com,,,0,0,0,false,false,audit_error,Serper 400
954140,GREENWIRED INC,REDWAY,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
858319,GREER'S BANNER AIR OF BAKERSFIELD INC,BAKERSFIELD,CA,bannerair.com,,,0,0,0,false,false,audit_error,Serper 400
365955,GREINER HEATING AIR AND ELECTRIC INC,DIXON,CA,contracosta.ca.gov,,,0,0,0,false,false,audit_error,Serper 400
867533,GRID ALTERNATIVES,OAKLAND,CA,gridalternatives.org,,,0,0,0,false,false,audit_error,Serper 400
1024264,GSE SOLAR SYSTEMS INC,ADELANTO,CA,agentsolar.ai,,,0,0,0,false,false,audit_error,Serper 400
1117117,GU DEVELOPMENT INC,FREMONT,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
997054,GUYOU CONSTRUCTION INC,RIVERSIDE,CA,guyouconstruction.com,,,0,0,0,false,false,audit_error,Serper 400
1024165,H C I SOLAR,WALNUT CREEK,CA,hcisolarusa.com,,,0,0,0,false,false,audit_error,Serper 400
822005,H M W DEVELOPMENT INC,SAN MATEO,CA,data.sfgov.org,,,0,0,0,false,false,audit_error,Serper 400
918651,H R C ROOFING AND SOLAR INC,HAYWARD,CA,hrcroofingandsolar.com,,,0,0,0,false,false,audit_error,Serper 400
810016,HAMMER MECHANICAL INC,VISTA,CA,hammermechanical.com,,,0,0,0,false,false,audit_error,Serper 400
434631,HANLEY CONSTRUCTION,STOCKTON,CA,rocketreach.co,,,0,0,0,false,false,audit_error,Serper 400
734617,HARAN CONTRACTING,RED BLUFF,CA,contractorlicenseproof.com,,,0,0,0,false,false,audit_error,Serper 400
814866,HAVEN-ELECTRIC INC,BLUE LAKE,CA,haven-electric.com,,,0,0,0,false,false,audit_error,Serper 400
606836,HAWES HEATING & AIR CONDITIONING,DAVIS,CA,vall-trk.aspgov.com,,,0,0,0,false,false,audit_error,Serper 400
855174,HENRY MECHANICAL,WINDSOR,CA,henrymechanical.com,,,0,0,0,false,false,audit_error,Serper 400
1130591,HHS SOLAR CA LLC,SACRAMENTO,CA,homequotr.com,,,0,0,0,false,false,audit_error,Serper 400
949189,HIGH DEFINITION SOLAR CONSTRUCTION,CONCORD,CA,homversa.com,,,0,0,0,false,false,audit_error,Serper 400
907086,HIGH POINT SOLAR,MAMMOTH LAKES,CA,highpoint-solar.com,,,0,0,0,false,false,audit_error,Serper 400
960376,HIGHLIGHT SOLAR INC A CALIFORNIA CORPORATION,SAN JOSE,CA,agentsolar.ai,,,0,0,0,false,false,audit_error,Serper 400
846105,HODNE ROOFING & SOLAR,HUNTINGTON BEACH,CA,local.yahoo.com,,,0,0,0,false,false,audit_error,Serper 400
1008036,HOME BUILT ENERGY INC,HANFORD,CA,homebuiltenergyinc.com,,,0,0,0,false,false,audit_error,Serper 400
1050229,HOME PRO ROOFING AND SOLAR,SUNNYVALE,CA,homeproca.com,,,0,0,0,false,false,audit_error,Serper 400
1053003,HOMEXPERTS INC,CONCORD,CA,homexpertsinc.com,,,0,0,0,false,false,audit_error,Serper 400
942829,HONEYS AIR & SOLAR,MODESTO,CA,honeysair.com,,,0,0,0,false,false,audit_error,Serper 400
949707,HOOKED ON SOLAR INC,ROCKLIN,CA,hookedonsolar.com,,,0,0,0,false,false,audit_error,Serper 400
987927,HORIZON ENERGY SYSTEMS LLC,CARMICHAEL,CA,fortresspower.com,,,0,0,0,false,false,audit_error,Serper 400
940550,HOT PURPLE ENERGY,PALM SPRINGS,CA,hotpurpleenergy.com,,,0,0,0,false,false,audit_error,Serper 400
898737,HOWE ELECTRIC CONSTRUCTION INC,FRESNO,CA,rocketreach.co,,,0,0,0,false,false,audit_error,Serper 400
1142194,HP ELECTRICAL LLC,AUBURN,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
1048126,HPM SOLAR INC,UPLAND,CA,app.bcigem.com,,,0,0,0,false,false,audit_error,Serper 400
793014,HPS PLUMBING SERVICES,BAKERSFIELD,CA,hps-plumbing-services.wheree.com,,,0,0,0,false,false,audit_error,Serper 400
975784,HRC HOME IMPROVEMENT INC,HAYWARD,CA,statecreds.com,,,0,0,0,false,false,audit_error,Serper 400
352336,HUDSPETH CONSTRUCTION INC,VISALIA,CA,homesonspec.com,,,0,0,0,false,false,audit_error,Serper 400
1028965,I LOVE MY SOLAR INC,IONE,CA,zerofi.ai,,,0,0,0,false,false,audit_error,Serper 400
937645,ILLUMINATE SOLAR COMPANY,WALNUT CREEK,CA,nextdoor.com,,,0,0,0,false,false,audit_error,Serper 400
1125951,IMPACT SOLAR ENERGY LLC,IRVINE,CA,homesonspec.com,,,0,0,0,false,false,audit_error,Serper 400
1086834,INDIGO SOLAR,CORONA,CA,indigosolarenergy.com,,,0,0,0,false,false,audit_error,Serper 400
1008917,INFINITE SOLAR INC,OXNARD,CA,homequotr.com,,,0,0,0,false,false,audit_error,Serper 400
992065,INFINITY ELECTRIC & GENERATORS,DOWNEY,CA,data.lacity.org,,,0,0,0,false,false,audit_error,Serper 400
698270,INSTALLATION OF DATA & TELECOMMUNICATIONS,SAN RAFAEL,CA,contractorlicenseproof.com,,,0,0,0,false,false,audit_error,Serper 400
750325,"INTEGRITY HEATING, AIR & SOLAR",ANDERSON,CA,integrity-heating-air-solar.wheree.com,,,0,0,0,false,false,audit_error,Serper 400
522166,INTERSTATE ROOFING AND SOLAR,OAKLAND,CA,berkeleyparentsnetwork.org,,,0,0,0,false,false,audit_error,Serper 400
868592,ITECH SOLUTION,SAN JOSE,CA,scribd.com,,,0,0,0,false,false,audit_error,Serper 400
1107914,J AIRCON INC,WALNUT,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
911492,J K B ENERGY,TURLOCK,CA,jkbenergy.com,,,0,0,0,false,false,audit_error,Serper 400
991112,J K B ENERGY CORPORATION,TURLOCK,CA,dnb.com,,,0,0,0,false,false,audit_error,Serper 400
401802,J R PUTMAN INC,RANCHO CORDOVA,CA,rocklin.ca.us,,,0,0,0,false,false,audit_error,Serper 400
815888,J T ELECTRIC INC,GILROY,CA,pro.porch.com,,,0,0,0,false,false,audit_error,Serper 400
1064241,JC SOLAR ENTERPRISES INC,SIMI VALLEY,CA,bj8.dcd.myftpupload.com,,,0,0,0,false,false,audit_error,Serper 400
909002,JEBL ENGINEERING & CONSTRUCTION INC,SAN LUIS OBISPO,CA,jeblec.com,,,0,0,0,false,false,audit_error,Serper 400
939675,JEFF PERIERA HOME ENERGY INC,BAKERSFIELD,CA,mediall.rapmls.com,,,0,0,0,false,false,audit_error,Serper 400
708935,JONAS ENERGY SOLUTIONS,LOWER LAKE,CA,jonas-energy-solutions.wheree.com,,,0,0,0,false,false,audit_error,Serper 400
874560,JOVIC CONSTRUCTION INC,POMONA,CA,zerofi.ai,,,0,0,0,false,false,audit_error,Serper 400
1082343,JP SOLAR SERVICES INC,ATWATER,CA,jpsolarservices.net,,,0,0,0,false,false,audit_error,Serper 400
787317,KERN MECHANICAL INC,BAKERSFIELD,CA,kerncountybuilderscaassoc.wliinc32.com,,,0,0,0,false,false,audit_error,Serper 400
1119258,KING ELECTRIC AND SOLAR INC,AUBURN,CA,placer.ca.gov,,,0,0,0,false,false,audit_error,Serper 400
1028324,KINGDOM SOLAR INC,SANTA MARIA,CA,homversa.com,,,0,0,0,false,false,audit_error,Serper 400
1042456,KLEIN CONSTRUCTION INC,VALLEY VILLAGE,CA,scribd.com,,,0,0,0,false,false,audit_error,Serper 400
775849,KS ELECTRIC,MADERA,CA,findenergy.com,,,0,0,0,false,false,audit_error,Serper 400
1158273,KX CONSTRUCTION LLC,SAN FRANCISCO,CA,scribd.com,,,0,0,0,false,false,audit_error,Serper 400
1115117,L J HEATING AND AIR CONDITIONING INC,MARYSVILLE,CA,ljheatandair.com,,,0,0,0,false,false,audit_error,Serper 400
983334,L T S SOLAR ENERGY,RAMONA,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
1112295,LA CRESTA HOLDINGS INC,MURRIETA,CA,opengovus.com,,,0,0,0,false,false,audit_error,Serper 400
627629,LAKESHORE ELECTRIC & ENGINEERING COMPANY INC,SAN JOSE,CA,buildzoom.com,,,0,0,0,false,false,audit_error,Serper 400
1006199,LANDSCAPE & TREE COMPANY,ROSEVILLE,CA,business.rosevillechamber.com,,,0,0,0,false,false,audit_error,Serper 400
669156,LANDSCAPE ARTISTRY INCORPORATED,DEL MAR,CA,sandiego.gov,,,0,0,0,false,false,audit_error,Serper 400
1007527,LENZI INCORPORATED,VICTOR,CA,thebluebook.com,,,0,0,0,false,false,audit_error,Serper 400
773026,LGM CONSTRUCTION,JACKSON,CA,lgmconstruction.com,,,0,0,0,false,false,audit_error,Serper 400
978938,LIM SOLUTIONS INC,HUNTINGTON BEACH,CA,sanclemente.gov,,,0,0,0,false,false,audit_error,Serper 400
1033488,LOS ANGELES SOLAR PROS,LOS ANGELES,CA,lasolarpros.com,,,0,0,0,false,false,audit_error,Serper 400
983600,LOTUS ENERGY,COLOMA,CA,eldoradocounty.ca.gov,,,0,0,0,false,false,audit_error,Serper 400
1114147,LUMENEXX,WALNUT,CA,lumenexx.com,,,0,0,0,false,false,audit_error,Serper 400
845219,LUMINALT ENERGY CORPORATION,SAN FRANCISCO,CA,luminalt.com,,,0,0,0,false,false,audit_error,Serper 400
