licenseNumber,businessName,cityStateZip,candidateDomain,matchedCompanyName,confidenceScore,status,error
1334934,SOLAR ACCESS LLC,SUNNY ISLES BEACH FL 33160,,Coalition for Community Solar Access,99,ambiguous_match,
1460538,SOLAR ACCESS LLC,SUNNY ISLES BEACH FL 33160,,Coalition for Community Solar Access,99,ambiguous_match,
1536272,"SOLAR ALTERNATIVES, INC",NEW ORLEANS LA 70123,,"Solar Alternatives, Inc. - Shreveport",99,ambiguous_match,
0057128,SOLAR AUTHORITY,MELBOURNE FL 32904,solarauthority.org,Solar Authority,99,candidate_found,
1822877,SOLAR BEAR LLC,ST. PETERSBURG FL 33710,,"Solar Bear Energy, LLC",99,ambiguous_match,
0057263,SOLAR BOSS SYSTEMS LLC,PONTE VEDRA BEACH FL 32082,,,,no_domain_candidate,
1538572,SOLAR COMPASS LLC,CAPE CORAL FL 33914,,Solar Compass Journal,99,ambiguous_match,
1530971,SOLAR CONSTRUCTION. LLC,MIAMI FL 33155,solarconstruction.us,Solar Construction LLC,90,candidate_found,
0057177,SOLAR CONSTRUCTION. LLC,MIAMI FL 33155,solarconstruction.us,Solar Construction LLC,90,candidate_found,
0056728,SOLAR DIRECT INC,SARASOTA FL 34237,,Go Solar Direct,80,ambiguous_match,
0057275,SOLAR DOGS INC.,NEW PORT RICHEY FL 34654,,,,no_domain_candidate,
0057162,"SOLAR DYNAMICS, INC.",DORAL FL 33126,solardynamics.energy,"Solar Dynamics, INC",99,candidate_found,
1335573,"SOLAR DYNAMICS, INC.",DORAL FL 33126,solardynamics.energy,"Solar Dynamics, INC",99,candidate_found,
1824512,"SOLAR DYNAMICS, INC.",DORAL FL 33126,solardynamics.energy,"Solar Dynamics, INC",99,candidate_found,
0057152,SOLAR ENERGY GROUP HUB LLC,DAYTONA FL 32118,,,,no_domain_candidate,
1265760,SOLAR ENERGY GROUP HUB LLC,DAYTONA FL 32118,,,,no_domain_candidate,
1334721,SOLAR ENERGY GROUP HUB LLC,BRADENTON FL 34211,,,,no_domain_candidate,
0056672,SOLAR ENERGY LABS,JACKSONVILLE FL 32210,sunhomfl.com,Solar Energy Labs,99,candidate_found,
0057126,SOLAR ENERGY PROFESSIONALS LLC,PALM CITY FL 34990,,,,no_domain_candidate,
0057062,SOLAR ENERGY SOLUTIONS OF AMERICA INC,CAPE CORAL FL 33904,solarenergysolutionsofamerica.com,Solar Energy Solutions of America Inc.,99,candidate_found,
1459638,SOLAR ENERGY SOLUTIONS OF AMERICA INC,CAPE CORAL FL 33904,solarenergysolutionsofamerica.com,Solar Energy Solutions of America Inc.,99,candidate_found,
0056654,SOLAR ENERGY SYSTEMS & SERVICE,GULFPORT FL 33707,,"SOLAR ENERGY SYSTEMS AND SERVICE, INC",99,ambiguous_match,
0056789,SOLAR ENGINEERING INC,ST. PETERSBURG FL 33734,,"TODD SOLAR ENGINEERING, INC.",85,ambiguous_match,
1332556,"SOLAR ENGINEERING, INC.",ST. PETERSBURG FL 33734,,"TODD SOLAR ENGINEERING, INC.",85,ambiguous_match,
0057287,"SOLAR FIRST, INC.",FORT MYERS FL 33919,,First Response Solar Inc.,93,ambiguous_match,
0056761,SOLAR IMPACT INC,GAINESVILLE FL 32606,solarimpact.com,"Solar Impact, Inc.",99,candidate_found,
1532794,SOLAR IMPACT SOLUTIONS INC,DAVIE FL 33328,,,,no_domain_candidate,
0057105,SOLAR INSTALLERS OF FLORIDA LLC,KISSIMMEE FL 34741,,,,no_domain_candidate,
1824821,SOLAR INSTALLERS OF FLORIDA LLC,TALLAHASSEE FL 32312,,,,no_domain_candidate,
0057293,"SOLAR LIFE ENTERPRISES, INC.",CASSELBERRY FL 32707,,,,no_domain_candidate,
0056750,SOLAR LIGHTS & MORE,OCALA FL 34482,solarlightsandmore.com,Solar Lights & More,99,candidate_found,
0057208,SOLAR LIGHTS & MORE,HERNANDO FL 34442,solarlightsandmore.com,Solar Lights & More,99,candidate_found,
1251588,SOLAR MAX INC.,ST. PETERSBURG FL 33714,getsolarmax.com,Solar Max Inc.,99,candidate_found,
0056786,SOLAR METZGER LLC,MERRITT ISLAND FL 32953,,,,no_domain_candidate,
0057262,"SOLAR OPTIMUM, INC.",GLENDALE CA 91204,solaroptimum.com,Solar Optimum,91,candidate_found,
1534603,"SOLAR OPTIMUM, INC.",GLENDALE CA 91204,solaroptimum.com,Solar Optimum,91,candidate_found,
1335355,"SOLAR OPTIMUM, INC.",GLENDALE CA 91204,solaroptimum.com,Solar Optimum,91,candidate_found,
1333580,SOLAR POWER SOLUTIONS LLC,WEST PALM BEACH  FL 33409,,SUNSTATE POWER & SOLAR SOLUTIONS LLC,99,ambiguous_match,
0057191,SOLAR POWER SOLUTIONS LLC,WEST PALM BEACH  FL 33409,,SUNSTATE POWER & SOLAR SOLUTIONS LLC,99,ambiguous_match,
1329552,SOLAR ROOF SOLUTIONS INC.,TAMPA FL 33610,,,,no_domain_candidate,
1525194,SOLAR ROOFING & CONSTRUCTION SPECIALIST CORP,WINTER HAVEN FL 33880,,,,no_domain_candidate,
1335469,SOLAR ROOFING & CONSTRUCTION SPECIALIST CORP,DAVENPORT FL 33837,,,,no_domain_candidate,
1332753,SOLAR ROOFING LLC,MAPLETON UT 84664,,"Pride Roofing & Solar, LLC",80,ambiguous_match,
0057058,SOLAR SAGE CORP,KISSIMMEE FL 34741,solarsage.com,Solar Sage,99,candidate_found,
0057015,SOLAR SCOT,WEST PALM BEACH FL 33401,,,,no_domain_candidate,
0057129,SOLAR SERVICE PROFESSIONALS LLC,PORT ST LUCIE FL 34952,solarserviceprofessionals.com,Solar Service Professionals,99,candidate_found,
0057318,SOLAR SOFT LLC,LAKE MARY FL 32746,,Raptor Maps — Solar Software,99,ambiguous_match,
0056707,"SOLAR SOLUTIONS, INC.",TAMPA FL 33625,,"VALLEY SOLAR SOLUTIONS, INC.",80,ambiguous_match,
0056646,SOLAR SOURCE,LARGO FL 33777,,Solar Source,82,ambiguous_match,
0056931,SOLAR SOURCE,ALTAMONTE SPRINGS FL 32714,,Solar Source,82,ambiguous_match,
0056938,SOLAR SOURCE,ALTAMONTE SPRINGS FL 32714,,Solar Source,82,ambiguous_match,
1459819,SOLAR SOURCE,ALTAMONTE SPRINGS FL 32714,,Solar Source,82,ambiguous_match,
1527595,SOLAR SOURCE,PALM SHORES FL 32940,,Solar Source,82,ambiguous_match,
1432237,SOLAR SOURCE,TAMPA FL 33616,,Solar Source,82,ambiguous_match,
0026151,SOLAR SPECIALIST INC.,RIVERVIEW FL 33578,solarspecialistinc.com,SOLAR SPECIALIST INC.,99,candidate_found,
0056715,SOLAR SPECIALIST INC.,RIVERVIEW FL 33578,solarspecialistinc.com,SOLAR SPECIALIST INC.,99,candidate_found,
1335760,SOLAR SPECIALIST INC.,RIVERVIEW FL 33578,solarspecialistinc.com,SOLAR SPECIALIST INC.,99,candidate_found,
0057099,SOLAR TECH,AVON PARK FL 33825,,Solar Tech,82,ambiguous_match,
1337871,SOLAR TECH ELEC LLC,SEMINOLE FL 33772,solartechelec.com,Solar Tech Elec,99,candidate_found,
0057322,SOLAR TECHS INDUSTRIES LLC,FORT MYERS FL 33908,,,,no_domain_candidate,
1256877,"SOLAR TREK, INC.",SAINT AUGUSTINE FL 32084,gosolartrek.com,Solar Trek,99,candidate_found,
0056899,"SOLAR TREK, INC.",OCALA FL 34480,gosolartrek.com,Solar Trek,99,candidate_found,
1460945,"SOLAR TREK, INC.",OCALA FL 34480,gosolartrek.com,Solar Trek,99,candidate_found,
0056719,SOLAR WATER HEATERS OF HUDSON INC,SPRING HILL FL 34609,naturecoastsolar.net,"SOLAR WATER HEATERS OF HUDSON, INC.",99,candidate_found,
1458265,SOLAR WATER HEATERS OF HUDSON INC,SPRING HILL FL 34609,naturecoastsolar.net,"SOLAR WATER HEATERS OF HUDSON, INC.",99,candidate_found,
1267254,SOLAR WAVE INC.,BRADENTON FL 34208,,"Solar Wave Energy, Inc.",99,ambiguous_match,
0057090,SOLAR WORLD INC,ST. CLOUD FL 34771,,"LA SOLAR WORLD, INC",99,ambiguous_match,
0018245,SOLAR- AIR INC,FT. LAUDERDALE FL 33315,,AIR WIND & SOLAR INC.,86,ambiguous_match,
0022632,SOLAR-FIT,HOLLY HILL FL 32117,mysolarfithome.com,Solar-Fit,99,candidate_found,
0056690,SOLAR-FIT,HOLLY HILL FL 32117,mysolarfithome.com,Solar-Fit,99,candidate_found,
0056926,SOLAR-FIT,HOLLY HILL FL 32117,mysolarfithome.com,Solar-Fit,99,candidate_found,
0056880,SOLAR-RAY INC.,WINTER GARDEN FL 34787,solar-ray.net,Solar-Ray Inc.,99,candidate_found,
1254219,SOLAR-TECH WINDOWS LLC,SANFORD FL 32771,,,,no_domain_candidate,
0056848,SOUTH FLORIDA SOLAR INC.,BOCA RATON FL 33486,,,,no_domain_candidate,
0057290,SOUTHEASTERN SOLAR SOLUTIONS LLC,TALLAHASSEE FL 32317,,,,no_domain_candidate,
1266050,SPECTRUM SOLAR POWER LLC,HAYDEN ID 83835,spectrumsolarpower.com,Spectrum Solar Power,99,candidate_found,
0057225,SPECTRUM SOLAR POWER LLC,PALM HARBOR FL 34683,spectrumsolarpower.com,Spectrum Solar Power,99,candidate_found,
0056993,SPRIGHTFUL SOLAR,WESTON FL 33331,,,,no_domain_candidate,
0057258,STATIC MOTION SOLAR LLC,FT LAUDERDALE FL 33316,,,,no_domain_candidate,
0057212,"STILWELL SOLAR, LLC",NAPLES FL 34119,,Sun Commercial Solar now Stilwell Solar LLC,99,ambiguous_match,
1460219,"STILWELL SOLAR, LLC",NAPLES FL 34119,,Sun Commercial Solar now Stilwell Solar LLC,99,ambiguous_match,
1533714,"STRATA SOLAR, LLC",CHAMPLIN MN 55316,,,,no_domain_candidate,
0057074,STRATEGIC SOLAR LLC,CITRA FL 32113,strategicsolarllc.com,Strategic Solar,87,candidate_found,
1331698,STRONGHOLD ROOFING & SOLAR,LAKELAND FL 33803,,Stronghold Roofing & Solar - Lakeland Roofers,99,ambiguous_match,
1331676,"SUMMIT ROOFING & SOLAR, LLC",SAINT JOHNS  FL 32259,,Summit Solar and Roofing,99,ambiguous_match,
1528109,"SUMMIT ROOFING & SOLAR, LLC",SAINT JOHNS  FL 32259,,Summit Solar and Roofing,99,ambiguous_match,
0057335,SUN CATCHER SOLAR LLC,BOYNTON BEACH  FL 33436,,,,no_domain_candidate,
1458412,SUN SOLAR POOLS & SPAS INC,LAKE WORTH FL 33460,sunsolarpools.com,"SUN SOLAR POOLS & SPAS, INC.",99,candidate_found,
1330356,"SUN SOLAR POOLS & SPAS, INC",LAKE WORTH FL 33460,sunsolarpools.com,"SUN SOLAR POOLS & SPAS, INC.",99,candidate_found,
1334700,"SUN STATE SOLAR AND ROOFING, LLC",LONGWOOD FL 32779,,,,no_domain_candidate,
0056945,"SUNCOAST ROOFING SOLAR & CONSTRUCTION, LLC",BRANDON FL 33619,,,,no_domain_candidate,
1334968,"SUNCOAST ROOFING SOLAR & CONSTRUCTION, LLC",BRANDON FL 33619,,,,no_domain_candidate,
1267636,"SUNCOAST ROOFING SOLAR & CONSTRUCTION, LLC",BRANDON FL 33619,,,,no_domain_candidate,
0057224,"SUNCOAST SOLAR, LLC",ST. PETERSBURG FL 33709,,Suncoast Solar Inc,80,ambiguous_match,
1334786,SUNCOR SOLAR & HOME IMPROVEMENTS LLC,BONIFAY FL 32425,,,,no_domain_candidate,
1334912,SUNCOR SOLAR & HOME IMPROVEMENTS LLC,BONIFAY FL 32425,,,,no_domain_candidate,
1267324,"SUNDEW SOLAR, LLC",PANAMA CITY FL 32405,,,,no_domain_candidate,
0056971,"SUNDIAL SOLAR SERVICES, LLC",ORMOND BEACH FL 32174,,,,no_domain_candidate,
0057107,"SUNECTRIC SOLAR, LLC",PARKLAND FL 33067,,,,no_domain_candidate,
1429882,SUNFLOWER SOLAR & PLUMBING LLC,CHULUOTA FL 32766,,,,no_domain_candidate,
1432064,SUNLIGHT SOLAR,ORLANDO FL 32806,,Sunlight Solar,80,ambiguous_match,
1335481,SUNLIGHT SOLAR,ORLANDO FL 32806,,Sunlight Solar,80,ambiguous_match,
1536697,SUNLIGHT SOLAR,ORLANDO FL 32814,,Sunlight Solar,80,ambiguous_match,
1823519,SUNLIGHT SOLAR,ORLANDO FL 32812,,Sunlight Solar,80,ambiguous_match,
0056812,SUNLINK SOLAR ENERGY LLC,ARCHER FL 32618,,,,no_domain_candidate,
0057021,"SUNPATH SOLAR, LLC",JACKSONVILLE FL 32204-4256,sunpath.solar,Sunpath Solar,99,candidate_found,
1333692,"SUNRAY ROOFING AND SOLAR, LLC",WINTER GARDEN FL 34787,,,,no_domain_candidate,
0057161,SUNSHINE SOLAR SERVICES,NORTH LAUDERDALE FL 33068,,,,no_domain_candidate,
0057284,SUNSTREAM SOLAR LLC,PALM HARBOR FL 34683,,,,no_domain_candidate,
1535212,SYNERGY SOLAR LLC,ESTERO FL 33928,,Synergy Solar Inc.,27,ambiguous_match,
1251301,SYNERGY SOLAR LLC,ESTERO FL 33928,,Synergy Solar Inc.,27,ambiguous_match,
1337412,SYNERGY SOLAR LLC,JACKSONVILLE BEACH FL 32250,,Synergy Solar Inc.,27,ambiguous_match,
0056923,TAMPA BAY SOLAR,TAMPA FL 33619,tampabaysolar.com,Tampa Bay Solar,99,candidate_found,
0056936,TECA SOLAR INC,COCONUT CREEK FL 33066,tecasolar.com,TECA SOLAR INC.,99,candidate_found,
1460300,TECA SOLAR INC,COCONUT CREEK FL 33066,tecasolar.com,TECA SOLAR INC.,99,candidate_found,
0056703,TEO SOLAR,BUNNELL FL 32110,,,,no_domain_candidate,
1266437,"TEPHRA SOLAR, LLC",SPANISH FORK UT 84660,tephrasolar.com,Tephra Solar,99,candidate_found,
1260615,THE SOLAR GUYS,OCALA FL 34480,solarguysusa.com,The Solar Guys,86,candidate_found,
1330841,THE SOLAR GUYS,OCALA FL 34480,solarguysusa.com,The Solar Guys,86,candidate_found,
0057042,THE SOLAR GUYS,OCALA FL 34480,solarguysusa.com,The Solar Guys,86,candidate_found,
1329445,THE SOLAR GUYS-OCALA DIVISION LLC,LAND O LAKES  FL 34638,,,,no_domain_candidate,
1518621,THE SOLAR GUYS-OCALA DIVISION LLC,LAND O LAKES  FL 34638,,,,no_domain_candidate,
1327254,"TOM EDDY HOMES AND SOLAR CONTRACTING, LLC",CITRUS SPRINGS FL 34434,,,,no_domain_candidate,
0056875,"TOM EDDY HOMES AND SOLAR CONTRACTING, LLC",CITRUS SPRINGS FL 34434,,,,no_domain_candidate,
1533510,"TOTAL CONNECT ROOFING AND SOLAR, LLC",SACRAMENTO CA 95838,,,,no_domain_candidate,
0056661,"TOTAL SOLAR, INC.",ORMOND BEACH FL 32174,,Total Solar Technologies,99,ambiguous_match,
0057164,"TREASURE COAST SOLAR, LLC",STUART FL 34997,treasurecoastsolar.com,"TREASURE COAST SOLAR, LLC",99,candidate_found,
0057148,"TRINITY SOLAR, LLC",BELMAR NJ 07719,,Trinity Energy Solar & Solutions LLC,99,ambiguous_match,
1263094,UNICITY SOLAR ENERGY LLC,TARPON SPRINGS FL 34689,unicitysolar.com,unicity solar energy llc,99,candidate_found,
1268432,UNICITY SOLAR ENERGY LLC,ST. PETERSBURG FL 33714,unicitysolar.com,unicity solar energy llc,99,candidate_found,
1534407,UNITED SOLAR FLORIDA,LOS ANGELES CA 90004,,,,no_domain_candidate,
1330512,UNIVERSAL CONTRACTING & SOLAR,LEHIGH ACRES FL 33971,ucroof.com,Universal Contracting & Solar,99,candidate_found,
1526610,UNIVERSAL CONTRACTING & SOLAR,FT. MYERS  FL 33913,ucroof.com,Universal Contracting & Solar,99,candidate_found,
1335489,UNIVERSAL CONTRACTING & SOLAR,TALLAHASSEE FL 32312,ucroof.com,Universal Contracting & Solar,99,candidate_found,
0056980,"UNIVERSAL SOLAR SERVICES, LLC",SUN CITY CENTER FL 33573,universalsolarservices.com,Universal Solar Services,99,candidate_found,
0056948,URBAN SOLAR LLC,BOCA RATON FL 33486,urbansolar.com,Urban Solar,99,candidate_found,
0057002,US SOLAR,BRANDON FL 33510,,US Solar,82,ambiguous_match,
1531943,US SOLAR,STUART FL 34997,,US Solar,82,ambiguous_match,
0057289,VALLEY SOLAR,UMATILLA FL 32784,,VALLEY SOLAR INC,27,ambiguous_match,
0057332,VALLEY SOLAR,UMATILLA FL 32784,,VALLEY SOLAR INC,27,ambiguous_match,
1257755,VELO SOLAR LLC,THOMSON GA 30824,velosolar.com,Velo Solar,99,candidate_found,
1334388,VIBRANT ROOF & SOLAR LLC,MYAKKA CITY FL 34251,thevibrantroof.com,Vibrant Roof & Solar LLC,99,candidate_found,
1334423,"VOSS ROOFING & SOLAR, LLC",PEMBROKE PINES FL 33027,,,,no_domain_candidate,
0056698,WAYNE'S SOLAR INC,ORMOND BEACH FL 32174,,,,no_domain_candidate,
0057027,"WAYNE'S SOLAR, INC.",ORMOND BEACH FL 32176,,,,no_domain_candidate,
1459365,"WAYNE'S SOLAR, INC.",PALM COAST FL 32164,,,,no_domain_candidate,
0043080,"WEST COAST SOLAR SERVICE, INC.",BRADENTON FL 34203,,,,no_domain_candidate,
0056992,WINDMAR SOLAR,MIAMI FL 33172,,WindMar Solar + Roofing,99,ambiguous_match,
1334496,WINDMAR SOLAR,,,WindMar Solar + Roofing,99,ambiguous_match,
0057272,WINDMAR SOLAR,ORLANDO FL 32828,,WindMar Solar + Roofing,99,ambiguous_match,
1336272,WINDMAR SOLAR AND ROOFING,,,,,no_domain_candidate,
0057302,WINDMAR SOLAR AND ROOFING,MIAMI FL 33172,,,,no_domain_candidate,
0057303,WINDMAR SOLAR AND ROOFING,ORLANDO FL 32828,,,,no_domain_candidate,
1332038,WOFFORD ROOFING & SOLAR,JACKSONVILLE FL 32256,,,,no_domain_candidate,
1527187,CLEAN ENERGY CONSTRUCTION LLC,SPENCER IA 51301,,,,no_domain_candidate,
1332445,CLEAN ENERGY CONSTRUCTION LLC,SPENCER IA 51301,,,,no_domain_candidate,
1539044,CLEAN ENERGY ENTERPRISES INC.,ST. PETERSBURG FL 33714,cleanenergy.enterprises,Clean Energy Enterprises,99,candidate_found,
0057327,"ENPHASE ENERGY, INC",GRASS VALLEY CA 95945,enphase.com,Enphase Energy,99,candidate_found,
0056986,FLORIDA RENEWABLE ENERGY SERVICES INC.,AVON PARK FL 33825,,,,no_domain_candidate,
1534981,"HQCA CLEAN ENERGY SERVICES, LLC",THOUSANDS OAKS CA 91359,,,,no_domain_candidate,
1515087,"INTERNATIONAL RENEWABLE ENERGY, LLC",GAINESVILLE FL 32605,,Aether International Renewable Energy,99,ambiguous_match,
1329391,"INTERNATIONAL RENEWABLE ENERGY, LLC",GAINESVILLE FL 32605,,Aether International Renewable Energy,99,ambiguous_match,
0056844,"INTERNATIONAL RENEWABLE ENERGY, LLC",GAINESVILLE FL 32605,,Aether International Renewable Energy,99,ambiguous_match,
1270380,OHANA RENEWABLE HOMES,CITRA FL 32113,,,,no_domain_candidate,
1456476,"RENEWABLE ENERGY SPECIALISTS, INC",APOPKA FL 32712,respecialists.com,Renewable Energy Specialists,99,candidate_found,
0056905,"RENEWABLE ENERGY SPECIALISTS, INC",APOPKA FL 32712,respecialists.com,Renewable Energy Specialists,99,candidate_found,
1535774,"ROBINSON RENEWABLE CONTRACTORS, INC.",PERRYVILLE MO 63775,,,,no_domain_candidate,
1507501,"RWE CLEAN ENERGY SOLUTIONS, INC.",TAMPA FL 33607,,,,no_domain_candidate,
