licenseNumber,businessName,cityStateZip,candidateDomain,careerUrl,jobUrls,jobUrlCount,validJobPages,maxDescriptionWords,atsDetected,jobPostingDetected,auditStatus,auditReason
1330512,UNIVERSAL CONTRACTING & SOLAR,LEHIGH ACRES FL 33971,ucroof.com,,,0,0,0,false,false,rejected_no_careers_page,No provider-hosted careers/jobs landing page found from homepage or standard paths.
1526610,UNIVERSAL CONTRACTING & SOLAR,FT. MYERS  FL 33913,ucroof.com,,,0,0,0,false,false,rejected_no_careers_page,No provider-hosted careers/jobs landing page found from homepage or standard paths.
1335489,UNIVERSAL CONTRACTING & SOLAR,TALLAHASSEE FL 32312,ucroof.com,,,0,0,0,false,false,rejected_no_careers_page,No provider-hosted careers/jobs landing page found from homepage or standard paths.
0056980,"UNIVERSAL SOLAR SERVICES, LLC",SUN CITY CENTER FL 33573,universalsolarservices.com,,,0,0,0,false,false,audit_error,Homepage HTTP 403
0056948,URBAN SOLAR LLC,BOCA RATON FL 33486,urbansolar.com,https://urbansolar.com/careers/,,0,0,0,false,false,rejected_insufficient_job_urls,Only 0/3 internal detailed job URLs found.
1257755,VELO SOLAR LLC,THOMSON GA 30824,velosolar.com,,,0,0,0,false,false,rejected_no_careers_page,No provider-hosted careers/jobs landing page found from homepage or standard paths.
1334388,VIBRANT ROOF & SOLAR LLC,MYAKKA CITY FL 34251,thevibrantroof.com,,,0,0,0,false,false,rejected_no_careers_page,No provider-hosted careers/jobs landing page found from homepage or standard paths.
1539044,CLEAN ENERGY ENTERPRISES INC.,ST. PETERSBURG FL 33714,cleanenergy.enterprises,https://cleanenergy.enterprises/careers,,0,0,0,false,false,rejected_insufficient_job_urls,Only 0/3 internal detailed job URLs found.
0057327,"ENPHASE ENERGY, INC",GRASS VALLEY CA 95945,enphase.com,https://enphase.com/careers,,0,0,0,true,false,rejected_ats_detected,Known ATS domain or embed detected.
1456476,"RENEWABLE ENERGY SPECIALISTS, INC",APOPKA FL 32712,respecialists.com,https://respecialists.com/careers,,0,0,0,false,false,rejected_insufficient_job_urls,Only 0/3 internal detailed job URLs found.
0056905,"RENEWABLE ENERGY SPECIALISTS, INC",APOPKA FL 32712,respecialists.com,https://respecialists.com/careers,,0,0,0,false,false,rejected_insufficient_job_urls,Only 0/3 internal detailed job URLs found.
